,Unnamed: 0,TID,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
11339,11339,33129,hatya ko aaj 12dina ho jay leki polic hath pe hath rakh bhaith hai kuch karywahi nahi kar rahi hame log,0,negative,"the murderer should have 12 days to live but the hand is kept in the hand of the police, we will not be doing anything",-2,negative
11340,11340,33131,askstar sachinopenagain sehwag sir kya aap sachin sir ke samn bhi song gungun kya aur sachin sir ka kon,1,neutral,askar sachinopengain sehwag sirkya aap sachin sirke samvi bhi song gungunkya aur sachin sirk kon,0,neutral
11341,11341,33133,beauti composit amaz rendit love beauti track realli incred artist miss,2,positive,beauty composite may credit love beauty track really inured artist miss,0.5,positive
11342,11342,33135,captain ko confid hona chahey bodi languag strong haar jeet game ka hissa hay,1,neutral,c aptan is required to be c onfied. bodi languag is part of ströng har jät gämme.,0,neutral
11343,11343,33140,haha nice feel awesom  non-pathan  speak pashtu friend punja,2,positive,hata nice feel awesom  non-than  speak past friend punch,3,positive
11344,11344,33146,form govt tn n centr modi pm ???????? imagin modi ji wrath goat ?? ???????? nan,1,neutral,form govt tnn c enter modi pm ???????? imgin modi ji vrath goat ?? ???????? nun,0,neutral
11345,11345,33151,apki itni poor servic hai ki pichl 4 ghant se ek shutdown ki problem solv nahi ho pa rahi hai crn - nan,1,neutral,you are so poorly serviced that the problem has not been solved for the last 4 hours - om no.,-0.6666666667,negative
11346,11346,33154,sir iam glad see u prime minist india sirr app ha tho aj desh humara tarakki ha,1,neutral,"the prime minister of india, sir aimglad sey, has been promoted to the post of chief minister of india.",1,positive
11347,11347,33158,great day offic 1s vs ?? put bat made 313-7?? b evan brilliant 93 boley 52,2,positive,great day office is vs ?? put bat made 313-7?? b even brilliant 93 coley 52,3.5,positive
11348,11348,33159,koi bhaag nahi rha ink pich kaal dhan ke pich kuch log ais h,0,negative,there is no escape,-1,negative
11349,11349,33166,bhau wish best term minist state - defenc ayush god bless nan,2,positive,beau wish best term minister state - defend rush god bless nan,1.75,positive
11350,11350,33168,goraya wohi bharwa hena kutta kuttey ki nasal harami gustaakh laakh laanat ???? teri pedaish p,0,negative,gorya vohi bharva hen dog dog ki nassal haram gustakh lakh lanat ???? teri pedashp,0,neutral
11351,11351,33171,chanda crush ? ?? nan,1,neutral,moonshine? ?? nun,0,neutral
11352,11352,33175,baimaan tera ajay singh cheat baaj teri airlin saal chutiya banan ke liy baith ho jakar station bhi,0,negative,baimanther ajay singh chet bajtari erlin sal chutiya beth to become a person,0,neutral
11353,11353,33177,love az ???? know best friend ?? serious clue,2,positive,love a ???? know best friend ?? serious clue,3,positive
11354,11354,33180,chep mine bit better first half ( far ) nan,1,neutral,cher mine bit better first half ( far ) nan,2,positive
11355,11355,33181,bikul sahi hai ab jo bhi hai khairat hai lena hai lo nahi kat lo,1,neutral,balkul hai aba hai bhirat khirat hai lane hai lo na na ko,0,neutral
11356,11356,33186,54 talpalaz bhai bus perform nahe dena ground mai ok good shabash look good nan,2,positive,54 talpalazbhai busperform nah den ground main okgood shabashlookgood nan,0,neutral
11357,11357,33187,boleeh syaratnya rt dan like ???? good luck yaa nan,1,neutral,बोलेएह स्यरत्न्य रत् दन् लिके ???? गोओद्लु c क्या नन्,0,neutral
11358,11358,33188,bangal bjp ke sarkar ban jane ke bad mamta ko ghasit ghasit ke marna hai nan,0,negative,the bjp leader&#39;s death sentence is yet to be finalized.,-2,negative
11359,11359,33192,uss manthan ki zaroorat nahi akhlesh jais bevkoof ne usski bsp ko sanjeev ani de di hai nahi,0,negative,it is not clear that akhilesh like bevkoof has not given his permission to bjp,1.5,positive
11360,11360,33196,opposit parti right aao khao abus ec evm sinc result also know aayegatohmodihi indiawithec nan,0,negative,opposit perti right aao khao abus a cvm sin c result also knov ayegtohmodihi indiavithe cnan,0,neutral
11361,11361,33201,one song made learn guitar thank hamsalekha ravimaama tri two lead sing nan,2,positive,one songmade learn guitar thank humslekh ravimam tri tvo leadsing nan,2,positive
11362,11362,33207,sir aap yeh kaunsa kichar bjp mein join karwa rahe ho yeh manirul islam jais badmash / corrupt logo,0,negative,"sir, you are the one who is joining the bjp.",0,neutral
11363,11363,33212,di laanat g love0 lg786 bsdka sochk nhi bolta bc nan,0,negative,the lantern glove 0 786,0,neutral
11364,11364,33237,?? better find dat shit asap lmao nan,1,neutral,?? better find dat shit sap may nan,-1,negative
11365,11365,33238,mean someth fight nan,1,neutral,mean cometh fight nan,-1,negative
11366,11366,33239,patrag kya naam hai us chu ye maulvi ka bharat ke musalman shri ram ko imam-e-hind ke naam se,0,negative,patragya kya hai ush yeh maulvi ki mussalman sri rum of bharat by name of imam-e-hind,0,neutral
11367,11367,33243,girlz live experi sam kya batau best experi ever ???????? serious bhot bhot acha h show nan,2,positive,girls live experience tell me best experience ever ???????? serious bhot bhot ach hshovann,3,positive
11368,11368,33250,nice thought realiti though might modi 's heart prachaar could n't care less ab,2,positive,nice thought reality though might mode 's heart prachaar could n't care less ab,2.5,positive
11369,11369,33255,agar apk pass kuch dhangka nahi hai kehn ko toh apni zaban ko takleef na diya karein aur social media pe apni ungliyun nan,2,positive,if you do not find what you are looking for then just ask.,0,neutral
11370,11370,33265,congress dictatorship chal rhi h bechara rahul gandhi resign dena chahta h aur con,1,neutral,congress dictionary replacement,0,neutral
11371,11371,33270,congress ne 70sal mai tumar nikaln ka haptalbhi nahi bnaya ab bhugto tumhara jija marnewala hai nan,0,negative,c.,0,neutral
11372,11372,33272,shame white peopl ca n't even hide anger turn red laal tamatar ??????,1,neutral,shame white people ca n't even hide anger turn red all tartar ??????,-2,negative
11373,11373,33274,mom help find thing ca n't see agar mai uth ke aa gai aur muje mila fir dekhna tu nan,1,neutral,mumhelpfindting c&#39;i&#39;m coming back to see you again.,0,neutral
11374,11374,33279,rangeen zindagi ??? white beard swag h boss jitn safe baal mere sar aur dhaadi mein hain uss kahin zyada nan,1,neutral,rangeen zindagi ??? vite beard swagh boss jitn safe bal mere sar aur dhadi mein hain us kahin zyad nan,1,positive
11375,11375,33282,angrejo ka taluaa chhate ho kyaa kaaran tha ki jawahar lal ko ak danda bhi nahi padaa jahaa hazaaro ne apni kurbaa,0,negative,what do you want the angels to do so that jawar lal did not have much fun where thousands of people sacrificed themselves,2.5,positive
11376,11376,33284,anupam kher anupam kher tu insaan ka bachcha nahi hai tu akhiyan ki baccha hai insaniyat nahi janta hai drama sab k,0,negative,"anupamakapa anupamkhera is not a human child, but a child of english is not an inculcated person.",0,neutral
11377,11377,33287,cosmetolog job might great fit click link bio see hair stylist ulta beauti tulsa ok nan,1,neutral,cosmetolog job might great fit click link big see hair stylish ulna beauty tula ok nan,1.666666667,positive
11378,11378,33290,bhi mandir main beef khiga public bhadkaga kavi masjit,1,neutral,"in the temple, there is a public poet&#39;s mosque",0,neutral
11379,11379,33296,teacher take attend class * teacher aaj anand ( @ befikra musafir ) kyu nahi aaya haraami student mada,1,neutral,teachar teke attenda c lassi * teachar aaj anand (@beffikr musafir) why not come to a haramadu item?,0,neutral
11380,11380,33309,paint 40 famous indian ad hidden 1 ) tne favourit symbol ad spot 2 ) anyon k nan,1,neutral,paint 40 famous indian ad hidden 1 ) the favourite symbol ad spot 2 ) anyone k nan,0,neutral
11381,11381,33314,main crimin ko maaf kr sakta nhi ye grp si lte rk ke bhai bhatij & ke ristedar log kr rhe kyu ki ye log,0,negative,"i do not want to forgive the mankind remuneration, this will be done in the form of a letter, that these people will be",1,positive
11382,11382,33317,phir theek hai angri bird ko dekh ker khayaal aya tha kay khairiat hai na main samjha pak team ka ghussa hai ???? nan,2,positive,"i have come back, looking at angri bird, i wonder if it is good or not, i don&#39;t understand. nun",3,positive
11383,11383,33322,ye kya bakwa hai kaam dhanda nahi hai kya practic kro yarrrr viratkoh nan,1,neutral,this is not a bad thing at all.,-3,negative
11384,11384,33324,bewis chooseright good morn satguru ji bless everyon maximum sewa simran parmarth success life nan,2,positive,lewis chooseright good more satguru i bless everyone maximum sea simon parmarth success life nan,2.333333333,positive
11385,11385,33326,sir samriti g ne pappu ko hra diya amethi se apna waada polit quit kab pura kr rhe ho nan,1,neutral,sir samriti gne pappu is doing his quartet politics from amethi.,0,neutral
11386,11386,33345,urpizza aur shukar hai ye laash numa orat malaai wapi ayi twitter pe jis ne abi tk faallow nahi kia wo plz karay ???? dil ki nan,1,neutral,urpizz aur shukar hai yeh lashnum orat malai vapi ayi twitter pe jisne abit tak fallow nahi ki wo plz karyay ???? dilki nun,0,neutral
11387,11387,33346,happi birthday modi sir u made countri soldier smile surgicalstrik ayushman bharat yojana,2,positive,happi birthday modi sir u madhe coutri soldier smile surgik ulster ayushman bharat bhajan,2,positive
11388,11388,33348,yourdad hun btaya ha sala unblock nahi kr raha bc nan,1,neutral,you do not want to be frustrated if you cannot get the right pitch so invest in a good capo,0.6666666667,positive
11389,11389,33355,saab loksabha chunaav ki jeet ki bahut bahut badhai request pleas instruct expedit nan,2,positive,most of the request play instruments are not explicit.,0,neutral
11390,11390,33360,aur bohat acha hua k khan agaya warna pakistan ko haramion ne bech k london aur dubai nikal jana tha nan,0,negative,"and for some as a baby gets older, he or she will outgrow this.",0,neutral
11391,11391,33362,bhi sahib dosroo ka dard jo hota na wo na nzr ata na hi koi samaj sakta,2,positive,"no matter what happens to the second person, no one can understand it",-0.3333333333,negative
11392,11392,33370,ghreeb ky pass tau garian hain nh ye masla garion walon ka nan,1,neutral,"ghreebk pasto is not done, musle garyon is not done.",0,neutral
11393,11393,33381,viewer hope solv question ki kaya ma'am k financeminist ban ne k,1,neutral,weaver hope solve question that i am amin&#39;s financ aminist banque,1.5,positive
11394,11394,33386,bukhari bilkul aur humar log cheez ko realis nahi kart fan ka bohot bada impact hota hai team par,2,positive,bukhar bilkul and hum log logs do not realize that the boht bad imp is done,-3,negative
11395,11395,33387,wish could say damag beyond repair aik acha misaal deta,0,negative,wish could say damage beyond repair ask ache distal data,-1.333333333,negative
11396,11396,33402,entic 1stko jameen chor ka sahara2nd ko rohingiya ka3rd ko itali ka 4th ko haathiyon ka 5th ko ungle ka ?????????????? nan,1,neutral,"in the city of antioch, the city of jमेmtin chork, the rohingya of the 2nd, the 4th of the elephant, the 5th of the elephant, the 5th of the finger. nun",0,neutral
11397,11397,33406,call icon name look icon better lado sab ke sab mughlo angrejo,1,neutral,english,0,neutral
11398,11398,33408,w8ng fr u tere se kch b na ho pay ga ?? nan,0,negative,what&#39;s wrong with you ?? nun,-2,negative
11399,11399,33415,zy wah banta tou hai aapki tajweez per lagta hay amal hoga zarur think earli loos hope wehavewewil cwc19 nan,1,neutral,"if you have any questions, please feel free to contact us.",1,positive
11400,11400,33420,punjab mai summer vacat kb se de rhe hein sr g nan,1,neutral,"in punjab, summer is not giving up",0,neutral
11401,11401,33426,dear thank dear allah 's unend noor & khair,2,positive,dear thank dear allah 's end door & hair,2,positive
11402,11402,33428,answer miscalcul vote seat one vote matter deshkamahatyohar hai aur apn dhji,1,neutral,answere misc alc ul vote se et on vote mater is deshkamahathyohar and your son,0,neutral
11403,11403,33432,elect ke aag sab aakr supaya gaya godi news channel desh ke logo ko ullu banak pakistan b,0,negative,elektrek agsb attraupay gayi godi nevs channeldeshke logo ko ullu bankpakistanb,0,neutral
11404,11404,33438,sir outsourc servic ko band krne vibhago lgge lakho comput opretaro ko thekdaaro ke shoshan se mukt ka,1,neutral,only ooutsour c ceve service c vibago langhe lakho c omput optaro freed from thekdaro&#39;s exploitation,0,neutral
11405,11405,33445,iasbaba wtf parso prelim hai bc nan,1,neutral,isabb wtf perso prelim hai bcnn,-4,negative
11406,11406,33456,happi birthday fatima ?? one loyal friend & old friend ?? pubg lover ?? mere sath ak game nae kheli ?? tre,1,neutral,happy birthday ?? one loyle freind &amp; old freind ?? pubg lover ?? new games with me ?? tre,3,positive
11407,11407,33458,lol keep tell everyon kai best pizza truli day,2,positive,ll keep tell everyone ai best penza truly day,3,positive
11408,11408,33461,hey u like new song cabello made 's call find u 's one th nan,1,neutral,hey u like new song cabello made 's call find u 's one th nan,2,positive
11409,11409,33462,pta suwar se ko jane kyo diya wanhi thok dena cahiya tha nan,0,negative,why do you want to go from the suvar to suhhi nahi nahi nahi nahin nahi nahi nahi,1,positive
11410,11410,33464,great professor sir jiii nan,1,neutral,great professor sir g.n.,3,positive
11411,11411,33469,wo isliy nahi pahuchayi qki uski apni popular kam ho jati aur yahi kara,1,neutral,he did not realize that his popularity was declining and that he was doing the same thing.,0,neutral
11412,11412,33470,love meri jaan ?? well pic call crop ?? bharat nan,2,positive,lowe mary jan ?? wellip c c alll c plant ?? not filled,0,neutral
11413,11413,33476,isay aur bilaw ko koi puchnay wala hai hakoomti machinari itni bas q yeh aik mujrima hai ki,1,neutral,there is some confirmation to this and that it is a crime that,-3,negative
11414,11414,33478,chang hair color warna-warni pisan pasti kalo liat updatenya mereka nan,1,neutral,changharc olor varn-varni pisanpasti kalo liat upadtenya merek nun,0,neutral
11415,11415,33480,varma tum apni ammi chu bc nan,0,negative,"worm, you don&#39;t kiss your mother",2,positive
11416,11416,33484,song woh peh baar ( pyaar mein kabhi kabhi ) vishal dadlani,2,positive,tsong woh pehbar (pyar mein khabhi kabhi),0,neutral
11417,11417,33487,dsscleanlinesscampaign har hath safai ko uth jate hai guru ji ek ishar pe,2,positive,dsc lanilinesque ampigne hr hath safai uthte hai guru ji ex isher,0,neutral
11418,11418,33490,modi ji hum jammu kashmir main aapk support hain hum aapki histor jeet par aapko,1,neutral,"modi ji, i am not your supporter in jammu and kashmir, i am your historian.",1,positive
11419,11419,33492,1 jagt raho ( raj kapoor ) 2 jane bhi yaron 3 matrix 4 akira ( manga ) 5 mard ko dard nahi hot,1,neutral,1 jagt raho (rajkapoor) 2 jane bhi yaron 3 matriksh 4 akir (mang) 5 men&#39;s pain is not,-2,negative
11420,11420,33494,har mach harnay kay baad sarfu ahe bolta hain,1,neutral,"after all, the surfers are talking nonsense",-2,negative
11421,11421,33501,ager esa hy desh k muslim j & kme apn bachchon ki shadeya kr unhen visthapit ker sakeng ye ek sukhad,2,positive,"if the muslims of this country are happy to be able to displace their children, they will be happy.",3,positive
11422,11422,33507,bjp win evm evm bhgwan bjp ka ye sale bichar ko mar rahe salo bachavo use,1,neutral,bjp vvv &amp; bhgvn,0,neutral
11423,11423,33519,rizvi nai matlab bachpan sy jo ek imagin thea na ky esi ho gi cinderella disappoint e hui hun dekhni,1,neutral,rizvi means children who are immaculate or not.,0,neutral
11424,11424,33521,sharma one better - namak parantha ?? nan,2,positive,shame on you better - namak paranth ?? nun,0,neutral
11425,11425,33522,handsom overload talent bunch ???? look dat cute face fierc express ???? outstand,2,positive,handsome overcoat talent bunch ???? look dat cut face fierce express ???? outstand,-1,negative
11426,11426,33525,0 ur everyth backbon life ili besti .?????????????????????????????????????????? nan,2,positive,0 ur averthb ckbonlife ili besti. ???????????????????????????? nun,0,neutral
11427,11427,33526,amit sir congress ke netutva main koi rastravaad nahi hai yahi mudd par woh elect bar bar hareng nan,1,neutral,i am not a nationalist under the leadership of amit sirgongs.,0,neutral
11428,11428,33539,went nostalg see old episod laughterchalleng mazza aagaya paaji journey nan,1,neutral,went nostalgsee old episodes,0,neutral
11429,11429,33543,hope indetifi  kichad sir nan,1,neutral,hope indetifi &#39;kichad sirn,2,positive
11430,11430,33547,parth niti beauti sweet jodi world ?? ?? best coupl parth niti ?? humesa ?? ????,2,positive,perthniti beauti sweat jodi world ?? ?? best c ouple perthnity ?? humes ?? ????,3,positive
11431,11431,33550,mamta banerje ram naam ki mahima hi alag hai jb bhi ram ka naam japo toh hmara mn anand se bhar ut,1,neutral,"the glory of mamat banerje rama name is different, when the name of rama rama is different, it is better than god",1.666666667,positive
11432,11432,33552,hindu ke owaisi rape women beat women bhi nahi hota hinduo,0,negative,owaisi is not a woman without a woman.,0,neutral
11433,11433,33561,thefilm bharat within share moment defin stand chanc meet salman khan mumbai iambh nan,1,neutral,thefilm hart within share moment define stand chance meet salmon khan lumbar lamb nan,1.5,positive
11434,11434,33563,ha ha ha congress parti support frustrat understand raheel fidvi modi ji musli nan,0,negative,"fidvi modi is not a muslim, he is a supporter of the congress.",1,positive
11435,11435,33564,agr elect jeetna hai hidden voilanc bano bjp ki trah vo dharm se khelti tum jaati se,0,negative,agale ek zeten hai hidden woilen c be bjp ki trh tho dharm khelti tum jati hai,0,neutral
11436,11436,33569,4 ke bad ho saktha tha na ?????? sare plan per panii phear diya nalakii ke hoti ha lhr board nan,0,negative,4 what could be worse ?????? what is the purpose of the surrey plan?,-3,negative
11437,11437,33571,ni q k mjhi zrurt ni ksi ko proof dyni ki agr ksi ko yakeen h mehrbani ni h meri blaa sy na ho mjhi frk ni prta nan,2,positive,please help improve this article or section by expanding it.,1.666666667,positive
11438,11438,33576,one tryna find perfect watermelon,1,neutral,one trying find perfect watermelon,3,positive
11439,11439,33578,ji aap iska hal nikaliy pleas humlog kolkata roz mar mar kar ji rahe hai jai sree ram,1,neutral,"if you have any questions, please feel free to contact us.",1,positive
11440,11440,33594,plz gadh ko jalil mat karo atleast gadha corrupt n also real hardwork anim,2,positive,burn the blood ass,-4,negative
11441,11441,33597,patrag tumhar purvajo ne babasaheb ko school se bahar rkha dalito ko pani tk pine nhi dete dalito,0,negative,your ancestors did not even allow the dalits to get out of babsaheb&#39;s school.,1,positive
11442,11442,33598,best pic maa ka dil jaisa duniya koi dil ni ??????,2,positive,who cares about the best in the world ??????,2.5,positive
11443,11443,33600,bam 22 love girl alway nan,2,positive,am 22 love girl away nan,3,positive
11444,11444,33607,aegyo master lee nakko ?? final get older yay ???? hope alway surround peopl lo,2,positive,ago master lee naked ?? final get older may ???? hope away surround people lo,2,positive
11445,11445,33609,lahor garhi shol pull pr traffic hadsay janbahaq farzana w / nadeem 40i * pak ka polio program drust track pr nahi aalmi idara sehat nan,1,neutral,lahori garhi sholpull pratrafchi hadsay janbahk farzan v / nadem40 e * pak polio program,0,neutral
11446,11446,33616,samsungm40 samsung m30 bilkul bhi mat lena warna bahut pastawo ge main pasta raha hummn camara ek dam bakwass hai,0,negative,ssungmung 40 ssamung m30 30 bilulli bhat mate lane varna pustavo ge main pust humhunc amar ex dumkwass hai,0,neutral
11447,11447,33618,happi birthday wullnp n allah 's khair ??????????,2,positive,happy birthday wullnp n allah 's hair ??????????,3,positive
11448,11448,33621,bdhiya song hai,2,positive,well done,0,neutral
11449,11449,33622,nikhil first salmankhan film releas saudi & excit explor new mkts w / film set nan,1,neutral,nikhil first salmankhan films relays saudi &amp; xc it explore navmks v / film set,0,neutral
11450,11450,33623,hi mr pak pm aapan bola ki modi jiteg ham phatak bajayag bajay kya agar nahi bajay lagao,0,negative,please tell us that you should not play mod,1,positive
11451,11451,33626,modi ji ko congrat kaa modi ji ye msg pdhte toh mai bhot jaruri baat bs ek hi baat bolna chahati,2,positive,modi ji ko c ongrat ka modi ji ye msg phtte toh me bhotjaruri baat bs ekhi baat bolna chahti,0,neutral
11452,11452,33627,arr abb aap kitna trigger karengi shareef logon ko yeh bjp support without fail itn badtameez,0,negative,"if you have any questions, please feel free to contact me.",1,positive
11453,11453,33636,sir jai hind bhut jayda khushe hue ke aap home minist bane pls hume aaps request hi jo decis le wo,2,positive,sir jai hindbhut jayad khushe huye ke aap home minest bane,0,neutral
11454,11454,33643,pakistan cricket team ka haal bi pakistan muishat ki tarah ha buri buri behad buri nan,2,positive,pakistan is not as bad as it used to be.,-3,negative
11455,11455,33650,woh bhi hai semi final toh ganda hi tha jo liverpool ka bhi fan nahi hai aur na,1,neutral,he is also a semi-financier who is not a fan of liverpool.,3,positive
11456,11456,33652,bandi chhor satguru rampal ji maharaj ki jai ho,2,positive,the captive is satguru rampalji maharaj,0,neutral
11457,11457,33655,swaraj 1 itn ach actor b nahi thae wo lol nan,1,neutral,swaraj 1 was not so good,3,positive
11458,11458,33656,shaq like unlik make feel better nan,1,neutral,shan like unlike make feel better nan,2,positive
11459,11459,33658,humri post utha kar facebook page wala itn like comment lay jata hain humra page par humri post par 20,1,neutral,humri post uth karf c abook page val itnlike c oment layjat hain humri page par humri post per 20,0,neutral
11460,11460,33662,uppsc ayog ke worker ne union bna li aur cm ko letter bhi diya aitraaj bat ka ki tarik se stf ko constitut,1,neutral,the work of the uppsayak commission gave the letter to unnin bn and cm in the same way that in order to make the self c.,0,neutral
11461,11461,33665,rashid sala chutia tere ghar mein maa bhen nahi hai kya nan,0,negative,rashid sal chutia is not in your house,0,neutral
11462,11462,33671,even desir koshish kark dekhl peopl even know,0,negative,even desire koshish dark devil people even know,1,positive
11463,11463,33673,aap se inspir hokar mr dixit wrote first shayari dedic shayari abir aapki yeh,2,positive,inspired by you,2,positive
11464,11464,33674,good morn sir nice day apko abhinandan app ne chunavo jitn k li 5 month se hamar gavo,2,positive,good morne sir nisa aapko abhinandan app ne chunavo jintan li5 month se hamar gavo,3,positive
11465,11465,33678,ab bolo mujh shade karn walo modi better hai modi ye wo hai ?? andh bhakti ki hadd hoti hai,0,negative,"say now, i am a girl who is a daughter. it is the heart of blind devotion",-1,negative
11466,11466,33679,bjp jindabad tha aur rhega chunav bhi bjp hi jitegi kyo ki hm uns behtar kr rh,2,positive,bjp will be selected and will be selected as bjp because he can be better,2,positive
11467,11467,33681,love shot zach roerig fan bloodlin rebirth look right ?? jasi xx3 instagram,1,neutral,love shot each roaring fan bloodlin rebirth look right ?? nasi xx instagram,3,positive
11468,11468,33685,jutt live missil attack k kauf sa fr hath jod lo ... ?? fake peac messeng bn jayo ???? sale fattu kaum ... ?? nan,0,negative,जुत्त् लिवे मिस्सिल् अत्त c क् क् कौफ़्स फ्रहथ जोद्लो ॥। ?? fake pay c messeng bn jayo ???? सले फत्तु कौम् ॥। ?? nun,-2,negative
11469,11469,33686,say someth good great nigerian actress eniola ajao caus realli love improv act nan,2,positive,say cometh good great iberian actress enigma ajar cause really love improve act nan,2.75,positive
11470,11470,33689,aaj agar atal ji hote bhut happi hote hum sab bhi aur doubl happi hote nan,2,positive,"today, if there is atalji, there would be bhuthappi, there would be humbavi and there would be double happi.",0,neutral
11471,11471,33696,javeria shah95 oh fvrt serial ?? # sunochanda2 ???? thanku humchenn give us kamalsuperdup nd akheer funni seria nan,1,neutral,जवेरिया शह९ ५ ओह फ्व्रत् सेरीअल ?? # sunochand 2 ???? thanks,2,positive
11472,11472,33699,yeeeeee boiiiiiii one big threshold im proud u nan,2,positive,yeeeeee boiiiiiii one big threshold in proud u nan,1.5,positive
11473,11473,33710,ye midiya ek bikawo midiya ju shirf bjp ke isharo pe nacchta aur ye midiya sc elicton comiss,1,neutral,yeh media ex bikwo midi ju shirf bjp k ishro pe nkart and yeh media sc elec tonk oommis,0,neutral
11474,11474,33712,aapko gaali dene wale ye apn watan ke nahin pakistani kutt hain,0,negative,the ones who are abusing you are not pakistani dogs.,0,neutral
11475,11475,33716,fluffyguy arr yaaar tere liy shbd nahi hai mere paa ?????? nan,1,neutral,fluphgyguy or yaar is not a word for me my friend ?????? nun,0,neutral
11476,11476,33718,org veri well said lekin meri baat samajhn apko thori dair lge gi ?? nan,1,neutral,orgary wells said but it took you a while to understand me ?? nun,0,neutral
11477,11477,33719,bharatthiseid bharat loveusalman ?? superb look handsom,2,positive,bharatthiseid bharatloveusalman ?? superblook handsom,0,neutral
11478,11478,33723,even bharat opposit mukt bharat nan,1,neutral,aven bharat opposit is not free,1,positive
11479,11479,33728,hum log sirf itna bol rahe hain k arsal ajiya ke relat ko kharab kar diya n true last sea,1,neutral,we are just saying that arsal ajiya&#39;s relat is being ruined by ntruye lustsea.,-2,negative
11480,11480,33744,good duniya ko pyaar pyaar karnay walon ki zarorat hai ??,2,positive,goode world needs love pyre?,3,positive
11481,11481,33746,sala tum harami log hinduo se itni nafrat kyo rakt ho kisi bi hinsha ko hindu muslman bna ke pesh kar,0,negative,"sal tum harami people are so disgusted with the hindus, who introduced the muslim muslims to the hindus",-3,negative
11482,11482,33756,rhi cant remind love fuck though nan,1,neutral,roi can remind love fuck though nan,-0.5,negative
11483,11483,33760,listen raanjhana sound good fresh earth arr win nation award film ? !,2,positive,listen raanjhana sound good fresh earth are win nation award film ? !,2.75,positive
11484,11484,33762,radhika jis ne diy hain dard uss ne dawa bana daali nan,1,neutral,"radhik, who has given pain, has not become a medicine",-2,negative
11485,11485,33766,ghuru ghantal hai saala bhagn ke firaq hai uae jaan mat dena chhodna mat sahab pak,0,negative,ghuru kinthal is the year of fate,0,neutral
11486,11486,33767,7 tu kaun hai ye aur batan ki jarurat nahi hai tere mai kitni himmat hai ye bhi batan ki j,1,neutral,७ who is this and you do not need to tell me how much i have courage,2,positive
11487,11487,33769,rahul ghandi janta ko bevkuf banana band karodo samvidhan ko koi khatra nhi hi samjh .??,0,negative,remember that there is no threat to the constitution to stop the stupidity of rahul gandhi.,-1.333333333,negative
11488,11488,33771,kuch log sirf appka post bina dekh hi like kar dete hai padhn ki zarurat hi nahi hoti bas post,0,negative,"some people only see their app without bin, but they do not necessarily have the post",0,neutral
11489,11489,33775,kyaaa happi birthday jyuto post day late happi jyuto item decid purchas actual,1,neutral,what happens,0,neutral
11490,11490,33776,delhi se accha street food kahi nahi milega likh ke le lo nan,2,positive,there is no such thing as a woman from delhi,-1,negative
11491,11491,33783,sahi baat chunav pappu ki energi exhaust ho gayi hai jabtak bangkok jaakar masaaz nahi kar,1,neutral,"with the help of the chosen puppy, the seizure is not seized",2,positive
11492,11492,33784,minist depart vrrrr phas yoh love see ????????????,2,positive,minister depart rrrr has you love see ????????????,3,positive
11493,11493,33796,jaada got kid day long hang damn ceil fool ???? nan,1,neutral,canada got kid day long hang damn veil fool ???? nan,-3,negative
11494,11494,33798,jo likha sach likha hai well educ aurat hai yeh koi rast par paada hua mandbhakt nahi hai jo sirf,2,positive,the writing that is true is well-written and it is not a textual representation which is just,0,neutral
11495,11495,33803,nyay ka ye matlab nhi k deen ko sirf smart phone ka zeenat bna de deen dekhab ka naam v,1,neutral,just because these malta nahan ki kenne is not just a smart phone,1,positive
11496,11496,33810,modi ne aur amit shah ne chunav aayog ko bahut sakhti se apn fever jo kar rakha tha iska ilaaj,1,neutral,"modi and amit shah gave their favors to the election commission with a lot of toughness, which was the treatment.",2,positive
11497,11497,33811,dar gaya sale kyu nahi bhejega raga ko bolo ek interview dede bahut bolta tha modi,1,neutral,tell me why you will not listen to the song given by you.,0,neutral
11498,11498,33814,hai dear friend 's relat 's pleasur invit wed ceremoni el,2,positive,had dear friend 's relate 's pleasure invite wed ceremony el,2,positive
11499,11499,33816,pakistani team saala pak-up kisn bola pakvwi worldcup2019 nan,0,negative,pakistani team sal pak-up kisn bol pakwvi world c up 2019 no,-1,negative
11500,11500,33817,said kejriw replid aaj phir kis ne maara said nahi nahi kejriw repli phir modi daura pada ky nan,1,neutral,"said kejriv repliad today, who will not be killed?",-3,negative
11501,11501,33818,big jay mcneeli - someth mind ( top 65 classic - veri best big jay mcneeli ),1,neutral,big jay mcneeli - cometh mind ( top 65 classic - very best big jay mcneeli ),1.75,positive
11502,11502,33821,sir blind support bjp dumb sens arrog bjp mla,1,neutral,sir blind support by dumb sens arrow by la,-0.6666666667,negative
11503,11503,33824,chhori good morn ???? nan,2,positive,chhori gowd morn ???? nun,0,neutral
11504,11504,33837,jerusalem part israel america jerusalem right palestin inshallha freepalestin soon nan,1,neutral,jerusalem part israel america jerusalem right palestine inshallha freepalestin soon nan,0,neutral
11505,11505,33844,aaaa junmyeon saw birthday bus sweet put insta stori kimjuncottonday happysuhoday,2,positive,away junmyeon saw birthday bus sweet put inst story kimjuncottonday happysuhoday,2,positive
