,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
10830,10830,lagta hai lubika aunti ko aaj muslim-muslim kheln ke pais mile hai aaj shaam chicken-shikan,0,negative,mile chickenshikan lagut lubick aunty aaj muslimmuslim to play money aaj evening,0,neutral
10831,10831,world cup fananthem india made day lot amaz finger cross team india cup toh hume,2,positive,world cup india made day lot finger cross team india cup hume funanthem amaz,0,neutral
10832,10832,mlagk kyu tere baap ka ec hai bsdk saal dilli ki janta ne nanga kark mara tum paapiyo k,2,positive,c back म्लग्क् father years delhi janta nang cancer die sinners,-2,negative
10833,10833,hallo ! ! ! sorri account nonaktif follow new account alya tan pleas unfollow thank ) nan,1,neutral,account follow new account pleas thank hello sorri nonfiction alya तन् unfolov nun,2,positive
10834,10834,realli behav like children mujh bat nahi mili main kal se kheln nahi aaoonga nan,0,negative,behave like children main really me bat meet kal to play aaoong nun,2,positive
10835,10835,teri bachpan ki yaad ?? ?? ?? ?? ??,1,neutral,childhood the memory,0,neutral
10836,10836,polici sad ( may share spread awaren nan,1,neutral,may share spread polyc the good अवरेन् nun,1,positive
10837,10837,haha cant even speel goad write dumi nan,0,negative,can even good write huh speel cauldron nun,3,positive
10838,10838,namaskar lata didi ji mai apk kathan se sau feesdi sehmat hoon lekin ye virodhi desh ka gaddar ha,1,neutral,ask hello addiction me statement hundred faesdi sehmatt yes लेकिन् anti country traitor,0,neutral
10839,10839,patrag sambit bhai apka jaan khatr mai hai shayad ghar se kam nikly,1,neutral,पत्रग् related to know danger me probably home cum nickel,-2,negative
10840,10840,ye nishant kaun hai samjh nahi aata ye kiski side say bol rha hai sala bada resourc hai everyday kisi n kis,1,neutral,instant side say resource everyday remember inside kiski speak up sal bad kiss,-0.5,negative
10841,10841,modi ji ka sapath grahan samaroh dekh lena se horror kuch nahi milega tujh fattttt ke hathhh aa jayegiii nan,2,positive,horror fattest the fourth eclipse samaroh see lane some will meet you hands come will live nun,0,neutral
10842,10842,yadi dhara 370 35 par kuch nahi kiya bahut a66a nahi hoga 2024 bjp ke liy rajyasabha bahumat bhi nahi hai nan,1,neutral,dhar some come hoag bjp li rajya sabha multiple nun,0,neutral
10843,10843,hindu dharm ko nasht karn ka shadyantr kiya ja raha hai isiliy hindu sanskruti ki raksh nan,1,neutral,hindu hindu religion nasht to do शद्यन्त्र् j isilia syncretism blood nun,0,neutral
10844,10844,kya hua sir result k baad apka koi video nahi aya ralli tv debat nahi ho rahe hain cont,1,neutral,sir result video to ay rally debt c ont,-2,negative
10845,10845,oohhhh ahem ahem 's ur boyfriend great knew phele se ???????? nan,1,neutral,them them s boyfriend great knew ooohhh fell nun,3,positive
10846,10846,fir bhi jeet gay mere ladk wish sarri gave cap ?? nan,2,positive,gay wish gave then j.e.t. boys sir c up nun,1,positive
10847,10847,girl need understand agar nahi hai gand himmat agey badhn ki ladko ko hope deke flirt kark sext ka nan,0,negative,girl need understand hope flirt august dirty snow अगेय् abhin ladko by giving cancer सेक्ष्त् nun,-0.3333333333,negative
10848,10848,interest seri hostageswithhotstar love see web seri bahut jayada accha seri hua ye,2,positive,interest hostageswithhotstar love see web seri seri zayed good seri,2.333333333,positive
10849,10849,maa baap ki dua sath hai ?? bas yahe kafi hai ???? * paidmediacantharmsalman kirraak,2,positive,in father blessings सथ् just here cuffie पैद्मेदिअ c अन्थर्म्सल्मन् किरराक्,0,neutral
10850,10850,???? sai sharanam jagan bhai ???? prathibha swami ka tharaps shubakankshalu ?? know jagan bhai aapn b,1,neutral,japan know japan sai शरनम् earth swami tharpes shubkankshlu apna,0,neutral
10851,10851,perdea ki zindgi wse b jail ki zindgi se kam nahi hoti hai aur oper se odr hi jail main chle jni,2,positive,we jail jail main ni perdea life life cum opera odr let&#39;s go,0,neutral
10852,10852,lost 5-0 australia 4-0 england lost warmup afghanistan lost open match wit,1,neutral,lost australia england lost warm afghanistan lost open match finance,-2,negative
10853,10853,evm ghotal se sambandhit ye kitab bjp netao ne hi likhi hai uns kyu nhi puchhat,1,neutral,and declaration related kitab bjp neto write uns nhi पुछ्हत्,0,neutral
10854,10854,vote bank ki rajniti hai musalman never vote bjp even whole countri may regist name nan,0,negative,vote bank never vote even whole country may resist name rajniti muslim bjp nun,0,neutral
10855,10855,sachdev tri karn wala mile koi sath main mar pe bhi jaak karn ko readi ho jaun nan,1,neutral,sachiez mile main ready tri to do सथ् die jaq to do जौं nun,-3,negative
10856,10856,happiest birthday sir jee ???? allah swt ap ka saya hmesha hum par qaim daim rakhi ameen sumameen ?? hbdabidiqbalkhari nan,2,positive,happiest birthday sir aim ja allah self hundred hamesh दैम् keep amen summeen हब्दबिदिक्बल्खरि nun,0,neutral
10857,10857,construct main reason come back houston much shit everywher nan,0,negative,construct main reason come back houston much shit everywhere nun,-4,negative
10858,10858,larkaa ni koi msla ni ab jisko pta ni us ne puch b liya tou kia kch ni nan,1,neutral,mala us larka free free pth free पुच् tou what k free nun,1,positive
10859,10859,unko koi nhi dekhna chahta phir bhi ye expect kart hain ki wo jeet engay rahul gandhi pehl bolna,1,neutral,expect paul gandhi his nhi to see chhat duty j.e.t. engay pehle to speak,0,neutral
10860,10860,siddiqui,1,neutral,siddiqui,0,neutral
10861,10861,ab jo log akhilesh bhaiya k sarkar jhooth hi yadav seva aayog likh aur bole ki 56 sdm 86 se yadav hi huve h,1,neutral,madam madam akhilesh brother circar zooth save commission write speak self huwe,2,positive
10862,10862,rah thank got dm ensur sort right away happytohelp ) - aisha nan,2,positive,thank got do ensue sort right away misha now happytohelp nun,2,positive
10863,10863,guddan tums na ho payega 29 may 2019 preview akshat send angad psycholog,0,negative,may review send गुद्दन् you will pay ace अंगद psychology,0,neutral
10864,10864, hasi toh phasi  fake actual agar wo hasi toh phasa tu harami nan,0,negative,  face actual laughter stuck august laughter fuss you harmi nun,-2,negative
10865,10865,jai hind ????,2,positive,jai india,0,neutral
10866,10866,problem team ki nahi hain bhai team congress jor,0,negative,problem team team congress jor,-2,negative
10867,10867,shatram short n simpl koi tensn hi nhi hoga na koi jhgra na koi lafda na sala koi depress nan,2,positive,short depress शत्रम् simple तेन्स्न् nhi hoag झ्ग्र lf sal nun,0,neutral
10868,10868,manjoor hai di aapk ke liy natmastak hu jai hind jai jawanjai kisaan azaad hind manish fauji,2,positive,vanish manjoor on your li नत्मस्तक् jai india jai jawanjai किसान् azad india military,0,neutral
10869,10869,dear ruksar ji muslim plz bjp jaisa mat bano hindu muslim soch rakhn wali,1,neutral,dear muslin ply hindu muslin ruxer bjp mt be the thought keep wali,2,positive
10870,10870,polic station ki noida extens bahut zaroorat hai chori aur loot ki vardaat bahut badh gayi hai nan,1,neutral,station noise loot variant poli c extensions zoroat theft emery gye nun,0,neutral
10871,10871,siddiqui agar daru aur hoor hi allah ki nishani hai mallya hi alla hai nan,0,negative,siddiqui marya august daru hoar allah nishi all nun,0,neutral
10872,10872,andr peteeee thissss ?? yieeeee happi nan,2,positive,thissss yieeeee andr get it hippie nun,0,neutral
10873,10873,speak amna say happi birthday ?? may mani bless ???????? nan,2,positive,speak say birthday may bless amn hippie money nun,2,positive
10874,10874,ave congressi gadho ye economi kam nahi hue h desh bahut tezi se age bad rha h economi pich rah gayi h nan,2,positive,ave age bad c ongressi donkey aconomie cum country teji aconomie peech now gye nun,-3,negative
10875,10875,medic ???????? go away uch ur feel genuin jor nan,1,neutral,go away feel medi c high genuine jor nun,0,neutral
10876,10876,nahi chahiy 5 kg gas cylendar main bhi scientist modi sahab ki tarah naal ki gas se chai pakoda ban,2,positive,g gas main scientist gas want clender companion नाल् cha pakod the bun,1,positive
10877,10877,diva13,1,neutral,divan,0,neutral
10878,10878,ye dukh sehen nahi ho raha abhi wapa ashley young ke pass jana hai hume ???? ucl uclfin championsleague2019 nan,1,neutral,ashes young pass hume uclfin championsleague sad सेहेन् vp people u.c. nun,-2,negative
10879,10879,ab itna b gudgyaan mat kar modijii ka ok koi modi n apn kudh ki salari nahi beje ek fund hota h,1,neutral,ok fund so much गुद्ग्यान् mt modiji some salari beje,0,neutral
10880,10880,yes listen earli 2000s rock bother nan,1,neutral,yes listen early s rock bother nun,-0.5,negative
10881,10881,ever surpris parti  nhi ye chonchali nhi krti meri circl k log,1,neutral,ever  surpris per nhi chonchali nhi क्रति c irc,0,neutral
10882,10882,18 second ke video clip ke adhar pe apna nirnaya na banay polic ko apna kaam karn de nan,1,neutral,second video clip half decision become poli c work to do give nun,0,neutral
10883,10883,sharma garrywalia bhai kuch realiti bhi lagna zaruri hai aur e,1,neutral,sharp गर्र्यवलिआ some realty to get married must a,0,neutral
10884,10884,en muslano ke paa lassi ke pais bhi nhi h kya baad boleng polic ne pichwada tod,0,negative,n muslim pa lassi money nhi boleng poli c pichwad then,0,neutral
10885,10885,itni nafrat kyu hai inko bjp / rss se fakenew faila kar badnam krnewal khud ko democraci ka soldier mant hai ha,2,positive,ross wakened soldier such nafrat inco bjp the fall बद्नम् cranwell himself demo ccré mant,0,neutral
10886,10886,manish shri narendra modi ji ko mere aur jaan jaan keh de samrat ho kya aap meri madad kar sakt hain main ek divya,1,neutral,vanish she main ilya narendra to know to know keh give samrat help can,2,positive
10887,10887,terrorist ko elect jita ke parliament bhejn wale log pratap sarangi ke past pe surpris dikhn ka naatak kar,0,negative,terrorist elect parliament prater past win send sarangi surpris to look granddaughter,4,positive
10888,10888,replica say creat unlimit bodi hm interest yes th,2,positive,replied say limit interest yes th c reat body hmm,1,positive
10889,10889,itni garmi hai itna ghussa araha hai har chhoti se chhoti cheez pe good time talk even ap,0,negative,good time talk even such summer so much ghus arrah her chhoti chhoti cheez,3,positive
10890,10890,ki sarkar jiski bunyaad pe tiki h wo aaj apn mukaam pe pahunch gayi laghusanka ki deri h fir,2,positive,circar jiski basic tiki aaj mukam access gye shorthand dari then,0,neutral
10891,10891,think govern chang condit automat chang answer big,0,negative,think change conduct change answer big गोवेर्न् auto,1,positive
10892,10892,rssbldc2018type aj ka yuva pagal nh h shab ki jate jate nokriya nikalog vote mil nan,1,neutral,rssbldctype vote aj the young mad nh word jate jate passive niklog mil nun,-2,negative
10893,10893,jumma jumma aath din bhi nahi hue sarkar bank aur ye ek communiti ke neta phir hamesha ki tar,1,neutral,bank jumm jumm artha day circar c ommunity led always however,0,neutral
10894,10894,keep local ?? jamshedpur 's gulli boy mobashir rahman special messag fan ? jamkekhelo moba nan,1,neutral,keep local jamshedpur s boy roman special message fan gulli mobshir jamkekhelo mob nun,3,positive
10895,10895,plz ahmad sir ramzan guzr rha hai ?? meri 2 farmaish klam parh den sehr ya iftaar plzzz ya rasool,1,neutral,ply sir iftaar ahmad ramzan gujra firm klum festival देन् sehr plzzz rasool,0,neutral
10896,10896,amit shah nay sahi kahan tha ki ub bjp 50 saal raj karegi dekha kitna bharosa hae usay evm pey aur evm nay jitaya hae - obc nan,1,neutral,shah amit the new that&#39;s right ub bjp years the cord will see bharos ha he said and the drink and the new victory ha obc nun,2,positive
10897,10897,n't know liber hate self made peopl khud 200rs ki ticket bikti nahi dusron ko ung karni hai nan,2,positive,know hate self made people is ticket kari न्त् liber himself sale second ung nun,-3,negative
10898,10898,respect sir atal ji k charact ek song srk sir n kiya tha jagjit singh ji k gaan aapk biopic,1,neutral,respect sir character song sir sigh topic atal stop jagjit गान् your,-1.5,negative
10899,10899,hi mai dua karta hu aap ek din jarur desh ka kaman sambhaleng bas aap himmat na hare q ki agar aa,2,positive,q me blessings day must country कमन sambhaleng just snow green august come,0,neutral
10900,10900,isi vjh se hi toh pure desh ne aapko hi chuna hai sir best nan,2,positive,pure sir best isi vz country chun nun,3,positive
10901,10901,krishan kutto kutta hai doodh peeta hai malaai nhi chipakn de,1,neutral,gutta krishan dog dodh payet to me nhi sticky give,0,neutral
10902,10902,manmohansingh ji ko katputali banaya gaya tha ye jag jahir hai kapati ais misguid karnewal statement na de nan,1,neutral,misguid statement manmohansingh katputli banay jag poison hypocrisy ace cornwall give nun,-2,negative
10903,10903,aaj ak vidio dekha tha jism ak manorma bol raha tha ki india ke baap pakistan hai jabki hakikt hai ki pakistan k,1,neutral,india parisian parisian aaj ak video see body ak pleasure speak up father while reality,3,positive
10904,10904,main na ab sacchi bata raha hoon agar iss eid adiza hume pichl baar ki tarha adiza wala eidi nahi diya na,1,neutral,main did hume rich s chi gall yes august addis the bar thirteen addis eide,1.5,positive
10905,10905,,1,neutral,nun,0,neutral
10906,10906,bad edit charay ki awaz bhi nahi nikl rehi,2,positive,bad edit graze avz nickel rhi,-3,negative
10907,10907,???????? toh aur kasi hoti hai ? ?? hum ne toh futur bhabhi achi nanadon ki tarah koi pahdda nahi karwa wa,1,neutral,bhabhi how futur good ननदोन् first curve and,3,positive
10908,10908,muslim 's vote 2 ghanta r differ come appeas muslim bc,0,negative,muslin s vote r differ come appear muslin bc hour,0,neutral
10909,10909,mani congratul noor jaan wish long happi marri life kn,2,positive,congratul wish long life money noor to know hippie marri क्न्,1,positive
10910,10910,ye team world champion jarur banegi captain team ji nan,2,positive,team world champion captain team must will be nun,0,neutral
10911,10911,tum wahi ho jo muslimo pe nsa lagaan ko sahi thahra rahi thi mp gaay wale matter pe congress ki agent cum servant nan,0,negative,matter congress agent servant that muslims ns लगान् that&#39;s right fathom mp the cow c um nun,1,positive
10912,10912,karwa ham apk sath sir nan,2,positive,ask sir curve सथ् nun,0,neutral
10913,10913,kyuki tumn abhi tak follow back nahi diya hai nan,1,neutral,follow back because nun,0,neutral
10914,10914,congress parti walo ne apn pravaktao se kha tha ki kisi debat ka part mt bnna kuki unh pta tha ki,1,neutral,congress part mt per the trees disclosures b debt bn cookie them pth,-2,negative
10915,10915,media debat agar argument hota bohot sahi hota koi problem nhi thi ek propaganda chalaya j,1,neutral,media argument problem propaganda j debt august bohot that&#39;s right nhi walk,-2,negative
10916,10916,ya insan gym jaa sakta hai ya offic time pe,1,neutral,grm time insan phew,0,neutral
10917,10917,786 aaliya ye jahannum ka irdhan khsbbis ka aulad iski liy sulgi h ki aala h nan,0,negative,aaliyah the soul इर्धन् खस्ब्बिस् child li sulgi all nun,0,neutral
10918,10918,kisi bhi hindu ya ram nam ka naara lagan wale ko iss se darn ki koyi zarurat nahi yeh ek aam cm,1,neutral,hindu ram dark cm name hell लगन someone of course am,-4,negative
10919,10919,bewaqoof q bana rahi ho 31june ka mahina nahi hota nan,1,neutral,q june bewakoff month nun,0,neutral
10920,10920,aap galat sabit ho gaya hai kyuki pure desh jaha - jaha muslim jyada hai vaha se bhi bjp ke lo,1,neutral,pure muslin accidental proof because country jah jah more bjp take the,-2,negative
10921,10921,sab jhoot hai employe ka khoon chost ho tum log din main 15 hr kaam krate ho gareeb lako ki majburi ka fayda uthat ho nan,0,negative,main he zoot employee get lost chostat day work क्रते गरेएब् loco majburi fayd shallow nun,0,neutral
10922,10922,top1 ab toh inshan k ??? pr b logo ko trust uth gya uns accha kutto ka pi lo least ??????? toh rhegi bc ?? nan,1,neutral,top log trust least bc inshan shallow ग्य uns good dog p take the will stay nun,2,positive
10923,10923,niya5 gatkari ne rakesh ko chillat hue suna sam tone normal gatkari ko sammi kya bol rsha tha door k bahar se sunai nahi dia nan,1,neutral,rakes tone normal same fixed gatkari shout listen sam gatkari speak up year two out hear day nun,0,neutral
10924,10924,good luck kk humesha ki tarah aasamaan se aag nikalna,1,neutral,good luck kk humesh the sky the fire to get out,3,positive
10925,10925,love much thank mga ate ko muaah,2,positive,love much thank ate mg compensation,2.5,positive
10926,10926,archana yahan logon ko khaan ko nahi mil raha aur ye khaan onion-garl dhund rahe hain,0,negative,arching login oniongarl yes to eat mil to eat misty,1,positive
10927,10927,dev da tmr new movi song ami tmk valobasi realli love ??? lot ???????? ... . nan,1,neutral,de new move song love lot the त्म्र् ami tmk valobasi really nun,3,positive
10928,10928,astrowberri 'm see eunwoo kirbi hahahha cute ?? nan,2,positive,m see cut astroverry eunwoo kirby hhhh nun,-1,negative
10929,10929,gadkari quran ko jyada tehzeeb dene ki jarurat nahi hai nahin congress ki tarah se pathan,1,neutral,congress than gadkari कुरन् more tehzeb to give of course no.,0,neutral
10930,10930,sir india ke berojgar youth ne aap pr bharosa kiya hai taki aap es baar unk ley kuch kare kyunki,1,neutral,sir india youth unemployed bharos so s. the bar unk लेय् some do,0,neutral
10931,10931,bhai love stori kay chakkar mein hui ladkay ki pitai apnay logoun ka support milna bolkay,1,neutral,love support story what dizziness boys father अप्नय् logo to meet बोल्कय्,2.5,positive
10932,10932,sab umer ayub ke tareef ker rahain good lekin jo banda back end pay baith k technic sab amoor ko dhaik raha hay nan,1,neutral,good back end pay tetanic age ageless taref care no more लेकिन् off beth amor the rage hi nun,1.333333333,positive
10933,10933,agar ye bjp wale ais hi sb parti k logo ko even sb parti k ghatiya logo ko ais hi apn part,0,negative,log even log part august bjp ace sb per sb per ghatiya ace,0,neutral
10934,10934,sir jabtak dharmendra pradhan odisha bjp koi v badlao nehi ayega aaj odisha bjp ka ese,0,negative,sir dish dish confiscated dharmendra pradhan bjp w change nehi age aaj bjp like this,0,neutral
10935,10935,shame big shame call captain 54 rubbish cap,0,negative,shame big shame call captain rubbish c up,-1,negative
10936,10936,jeet ki bahut bahut subhkamnay aap jeet hamara desh jeeta jeet ham sab desh ke niwashi ja,2,positive,j.e.t. सुभ्कम्नय् j.e.t. country jayette j.e.t. country investment j,0,neutral
10937,10937,care sab major ka trust jamat-e-fibr ka kabhi nahi rahega,1,neutral,major trust c hey jamatefibre will remain,1,positive
10938,10938,jais u p chor dhaku apn aap ko khud jail bharo aandolan chala rhe like fear encount ?????????? nan,1,neutral,jail like fear count jais chor fear himself fill up movement walk the way nun,-0.6666666667,negative
10939,10939,govt hospit phalodi ( rajasthan ) safai ki itni kharab halat phir yha koi kyu aana chahega toilet gand,0,negative,got hospital phalodi rajasthan toilet safai such kharab solution this aan favorite dirty,0.3333333333,positive
10940,10940,hindu bht acha kiya ye bht pehl hi kr dena chahiy tha wais b ye godi media opposit ko insult krne ke ly bulati h nan,0,negative,hindu but but media opposite insult well pehle kr the gift want vais the dock to do ल्य् bulti nun,-0.5,negative
10941,10941, tara talk hangout hehe htkym po hehe ?? nan,1,neutral, talk hangout so hey hey ह्त्क्य्म् poe hey hey nun,0,neutral
10942,10942,kin tarha damag kr ke rupe ki loot kr ne ki kosi ki 24hour last 20yr se sajis diplomaci hide rah kar ki jati,1,neutral,kin loot hour last hide thirteen damag kr rupe kr kosi य्र् sister diploma c e now as much as,-1,negative
10943,10943,band karo bhai band karo motu patlu dikhana band karo ???????? dikhana hai anim dikhao ya fir chil,0,negative,band band band do do do do motu thin sight do do sight अनिम् be seen then chill,0,neutral
10944,10944,jai hind sudhir chaudhari sir mai meri poori famili aapko aapk show dna ko bahut pasand kart hain aa,2,positive,sir show jai india improvement chaudhary me poori family your द्न like duty come,2,positive
10945,10945,_ bachi piec maal _ ( rehmat ) nan,1,neutral,  reheat left drink c goods nun,0,neutral
10946,10946,shyd tere ko iss baar ek toh mil hi jaayega shetti ka strong zone - mumbai / gujarat circuit ak ka,1,neutral,strong zone lumbar gujarat circuit श्य्द् the bar mil will go agriculture ak,2,positive
10947,10947,chall oo kutay dey putraa cheema kuta haram daaa ali wazeer da sala harami,0,negative,shall cheeks ooh ooh dog due son kut haram da ali wazer the sal harmi,0,neutral
10948,10948,2 vik ko koi farak nahi padhega ?? nan,0,negative,vik fark padheg nun,0,neutral
10949,10949,carolon fabric special eid kohinoornagar kohinoor carolon fabric eid eidcollect eidshop #  nan,1,neutral,fabric special did fabric did eidcollect bishop c अरोलोन् कोहिनोओर्नगर् kohinoor c अरोलोन् nun,0,neutral
10950,10950,mukesh162 need leav aap go kapil mishra / kumar vishwa nan,1,neutral,makes need leave go rapid mishka human world nun,-1,negative
10951,10951,lanat hai tum per jo deen ney mana kiaa wo mana hi hai .. @ fawadchaudhri nan,1,neutral,been fawadchaudhri lant per ney the mind kia the mind nun,0,neutral
10952,10952,put made listen risht ke bhi roop badalt hai background ! ?? nan,1,neutral,put made listen background relationship roop change nun,0,neutral
10953,10953,narend modi ji ko jeet ke hardik subhkamnay desh ne unk liy bahut kuch kiya ab unk bare hai kuch krne jo de,2,positive,narendra j.e.t. hardik सुभ्कम्नय् country unk li some unk ok some to do give,0,neutral
10954,10954,ur bae everi school time love stori mai bndia like bndi ko dekhti hi chip ur lunch wgera thusna bnd kr deti hai jissi wo att nan,1,neutral,be school time love like chip lunch everi story me bndia captivity look after otherwise thusna close kr diti jissi finally nun,2.5,positive
10955,10955,0 ok koi dein ?? mai khud hi apni id deactiv kr rhi hu ?? nan,1,neutral,ok id reactive देइन me himself kr rhi nun,0,neutral
10956,10956,sir g kahen sharab ke nash hi notbandi anchor nahi ki thi na dhund ne par khuda bhi,1,neutral,sir wash anchor कहेन् sharab notbandi misty myself,0,neutral
10957,10957,sale kute ye chaht kya hai inko ye pata nhi k india rhne ka haq jitna tumh hai utna h,0,negative,sale india dog चह्त् inco pet nhi to stay right to you uttan,0,neutral
10958,10958,achcha ndtv ya ravishkumar k show bjp wale kyun nahin jate nan,1,neutral,show high न्द्त्व् ravishkumar bjp no. jate nun,0,neutral
10959,10959,big hitter har dikha de dusri team ko har - dikh nan,2,positive,big bitter team her visible give the second her see nun,-0.5,negative
10960,10960,gulraiz saal mc terrorist cours se fursat mile toh histori bhi pdh le ... ?????? nan,1,neutral,my terrorist mile gullarz years c ours leisure history the study take nun,0,neutral
10961,10961,sir tum padhai mai bohot kamzor ho agr ais hi rahog toh fail ho jao ge baar student sir mereko fail nhi h,1,neutral,sir fail student sir fail पधै me bohot kamzor front ace रहोग् live gay the bar of mine nhi,-2,negative
10962,10962,& wtf pretti eye eye fuck eye video actual annoy imagin ignor shit nan,0,negative,utf pretty eye eye fuck eye video actual annoy shit imagin ignor nun,-2.25,negative
10963,10963,hamar desh ke yasyasbi pm manniy narendra damodardash modi ji ko purna bahumat se dubara satta aan ke liy,1,neutral,pm hum country yes mannyi narendra damodardash to fill multiple dubur sat आन् li,1,positive
10964,10964,khaadi sit next super cool sindhi aunti proud sister choic cloth,2,positive,sit next super cool sindhi proud sister choice cloth khadi aunty,2,positive
10965,10965,bjp ko vote laat khane ke liy nahi diya hai hijda vidhayak balram thavani ko jail hona chaie proof bhi hai us,1,neutral,vote jail proof us bjp lat khane li hijd mla balram thwani done chai,0,neutral
10966,10966,lakin itn bhi nhi kamzor k kisi bhagor ki misaalien hmien di jaien tm ek ex-muslim ki baat krte ho duniya,1,neutral,tm लकिन् इत्न् nhi kamzor runaway not mixed ह्मिएन् on don&#39;t go exmuslim baat क्रते the world,0,neutral
10967,10967,feel bad fianc é. meri mangni agar meray jais insan se hoti main khudkushi kar leti ?? nan,1,neutral,feel bad fiance main it&#39;s mangni august mary jais insan suicide lettie nun,-2.5,negative
10968,10968,tuhadi dua pyar bless naal ?? bepanaah ?? da teaser trailer ho gea reles full song 7th june watch & share,2,positive,bless tease trailer full song th june watch share you blessings love नाल् unarmed the gaya relays,2,positive
10969,10969,whole jammu kashmir terrorist societi traitor ?? . sale jis desh main rehta hai uss mo,0,negative,whole mamma kashmir terrorist traitor sale main societal country moat mo,0,neutral
10970,10970,saari duniya franc america germani london shrilanka afganistan india myanmaar etc etc islam,1,neutral,america london india etc etc sari the world franc germany srilanka afghanistan myanmar islam,0,neutral
10971,10971,hakeem sab apna leae koi kushta bana raha thae tu wo olta hogaya bass khana ke bad ye hal hogay,1,neutral,the bass bad हकेएम् bring litter you olt hogay khan हल will be,-3,negative
10972,10972,ghatia maa ki aulaad tere jese bekaar log kr bi kya skti hain sali gandu tu tou wo chutiya hai jo,1,neutral,घतिअ in child like worthless kr by power sali dirty you tou lick,-0.6666666667,negative
10973,10973,sir kgf like movi aap ka bacha hero hota bahut maza aata tha nan,1,neutral,sir of like move hero escape fun inside nun,1.75,positive
10974,10974,aur koi hai yaha jisko bhai se problem hai ? ?? come plss ???? * paidmediacantharmsalman kirraak,1,neutral,problem come this pls पैद्मेदिअ c अन्थर्म्सल्मन् किरराक्,-2,negative
10975,10975,aj ap us shak k bachoun k sath iftar dinner kr rhe hain # ?????_??_??????_??? chairmannab,1,neutral,us calhoun dinner chairmannab aj power सथ् iftar kr the way,0,neutral
10976,10976,hi kak maaf banget ya untuk kendalanya ( supaya mimin bisa bantu cek yuk infokan data berikut via dm ya,2,positive,data via do kk sorry bungeet untuk kendalanya superannuation मिमिन् twenty bantu cx yuk infokn berikut,-1,negative
10977,10977,went nagar today watch aladdin guess watch trailer lion king 3 time,1,neutral,went agar today watch gladden guess watch trailer lion king time,0,neutral
10978,10978,ise kaheng ki ham loksabha modi ko dekh k bjp ko vote kiya aur delhi assembl k elect jh,1,neutral,vote delhi assembly elect कहेङ् loksabh see bjp झ्,0,neutral
10979,10979,never follow cricket super cool analysi best player ( kholi ) done,2,positive,never follow cricket super cool best player done analysis open,2.333333333,positive
10980,10980,dwivedi arr baawl teri hi aankhein band thi lagta hai 2 saal se twiitter check kar le b,1,neutral,dwive are band check mad आन्खेइन lagut years twitter take,-3,negative
10981,10981,man realli thought somehow someway last locat map & home stand nigga ?????????? nan,1,neutral,man thought somehow someday last local map home stand night really nun,0,neutral
10982,10982,rahul gandhi presid varna bjp kais jeetegi pappu pinki star bjp campaign nan,1,neutral,paul gandhi preside star campaign vern bjp cas jayategi pappu pinky bjp nun,0,neutral
10983,10983,hsn shah ???? mtlb k apka dil kr ra hy nasha krni ko nan,1,neutral,isn shah mtlb delhi kr and yes decimation krni nun,1,positive
10984,10984,rajput dhoka hi ata h larkiyo ko axha sey ?? nan,0,negative,rapt the beat therefore larkio aksh sey nun,0,neutral
10985,10985,veeru devgn ji aaj hamar vich nhi rahe hain aur apn pichh chhod gay hain apna,2,positive,deign gay weeru aaj hum विच् nhi पिच्ह् च्होद्,0,neutral
10986,10986,bhai agar unho na koi ghalat kaam nahi kiya phir kya problem ha per app ko madadg,1,neutral,problem pp august them accident work per help,-0.6666666667,negative
10987,10987,good morn ab kya humhra transport itna kharab ho gya ki khali bus hone k bad bhi wo rokt nahi hai dtc,1,neutral,good more transport bus bad humhra so much kharab ग्य the cake stop d c,-0.3333333333,negative
10988,10988,true sell acr buy vehicl dimag nahi la sakt ye log nan,1,neutral,true sell act buy vehicle mind le can nun,0,neutral
10989,10989,good initi kaushal ji app esei youth logo ko inspir ker,2,positive,good pp youth log initiation skills assi inspi care,2.5,positive
10990,10990,andar agr mein dost se naraaz hoon tou crush ki kia ghalati yaaawr ?? usey bhi 3 din se stalk nahi kiya ajeeeebbbbb ! ?? nan,1,neutral,crush stalk ajeeeebbbbb inside front friends angry yes tou what mistake yawar him day nun,-1.25,negative
10991,10991,jab tak des sapthgran hota rhega tab tak ye admi shpat leta rhega thing longest serv minist india ???????? nan,1,neutral,tax thing longest serve india des सप्थ्ग्रन् stay admi o lets stay minist nun,0,neutral
10992,10992,yrr isey oppo f11 pkrao jis hlki light b achi pictwr ajati hai ??,2,positive,f light य्र्र् itay oppo pcrow light good पि c त्व्र् ajiti,3,positive
10993,10993,bhai kab bola congr musolman ki parti hai ye toh juth hai typic sambut patra type ???? ye,2,positive,topic type lyrics c ongr musolman per shoe box sambut letter,0,neutral
10994,10994,india k muslmaan shayd hi ye chutiyon wali harkatein kareng ye saal pakistaniegyptqataraur moro,0,negative,india muslims शय्द् चुतियोन् wali हर्कतेइन् kareng years pakistiniyagaptaktaur moro,0,neutral
10995,10995,desh ke sabhi youva se ek hi baat kahta hu choro yaar job sob dekho humar pm modi ji ko ke cm yogi ji ko bjp ke,1,neutral,job pm cm you country youve baat say choro man sob look hummer bjp,0,neutral
