,TWEET,SCORE,SENTIMENT_LABEL
10468,anna ji ke andolan ko saphal kejriwalji ne hi banaya tha ink hatjan par aaj annaji kahan hain sabko pata hai,1,neutral
10469,jis insan ne hamar haak se hame juda kar diya vo mahtma nhi ho sakt mana ki ajadi se pahl unk,0,negative
10470,politician ki tarah journalist ko bhi apni dukan chalani hai pahel bal thakeray ko galiya dete rahet,0,negative
10471,congrat grootman yengwayo kutta ( uncl ) would proud yoh asizokuthukwa madoda kwezondlela ?????? nan,2,positive
10472,ntf haan har episod khatarnak hota h ???? nan,1,neutral
10473,g g muji kahan smajh aye ga main tu nasmajh hn doodh peeta bacha hn smajhdar tu aik aap hain,0,negative
10474,ppp kion ye tumhari behen lay k bhag gaya hay salay barway nan,0,negative
10475,badhai ho bhai aap jais log hi poori nistha k sath modi ji ka sath de sakeng aasha,2,positive
10476,siddiqui civil war tumhar pichwad mein ghuss di jayegi sala gandhi ka ghulam nan,0,negative
10477,nawaz choor ko q k us na sara pasa chora kr bahir la gya aj pakistan main bacho ka koi acha hospit nahi hai sala ganja nan,0,negative
10478,tum sirf apni wajah se nahi haar ye jo tumn jais log bhar rakh hain na jinko,2,positive
10479,repost masoomiyat ko sach ki zaroorat nahi hoti kyunki uss saccha kuch aur nahi hota kaafir prem,2,positive
10480,hume tums pyaar kitna ye hum nahin jaant ... ? good night yash ... ?????? sweet dream ... ?? love u lot ... .???????,2,positive
10481,kahi aapka ishara haramkhor bevichari besaram behaya kamina chutiya kalutosh ki tref nhi ???? mu,0,negative
10482,yadavpooja tum jais logo ke hi karn sp ki ye halt hui hai jo jyada hi apn aap ko smjhdar smjhte hai par hote nh,0,negative
10483,weneedrahulgandhi entertain mein aisi mahilayen hai jo har saptah 1 bachcha paida kar sakti h,0,negative
10484,shuru ho gaya inka naatak modi keep someon bjp-rss huh amit shah home minist look co,1,neutral
10485,anoth chotu babi whole cuti ilysm ! ?? mother liter beauti omg im alway need nan,2,positive
10486,honest love never forget wasim akra,2,positive
10487,jis bjp ne jayant ko sansad banaya tha vahi jayant bjp ko dafan kar rha tha ab 5 saal masti se kaato ?? p,0,negative
10488,yeh germani ki wajha aj europ ka nam neo-kutta hota nan,0,negative
10489,kabhi inki promot per bhe ghor kijiay ga mulki awam ka paisa khatay hain mohabbatain chor siahsat dano sy nan,2,positive
10490,didi aap ko jai shree ram fasa k apna mota bhai bengal jeetn ki taiyari lag gaya,1,neutral
10491,main apka feedback apni team ko forward kar diya hai aur isp uchit action liya jayega kisi aur,1,neutral
10492,kahi bhi kuch bhi hone zimmedar bjp ye chutiy ke nazar abe itana hee khujli hai gaand,0,negative
10493,waseem bhai jab bhi ap free hon tou plz post selfi ???? masha'allah ? truli love bhaiii ????,2,positive
10494,jashipur ka electri depart world ka sabs matherchod aur yeha ka local neta puchiy mat nan,0,negative
10495,andersen howarth hope / pray okay mate fire last week us ???????? nan,2,positive
10496,10k tweet done lagey raho solo motion mai ?? bookbharatticketsnow nan,1,neutral
10497,_ nan,1,neutral
10498,bila tafreeq jo bhi dolat e islamia pakistan k khilaf hy ka sar kalam karna farz hy kisi ko ye haq nhi k,1,neutral
10499,today 's episod mind blow ?? amaalmallik sir ???? aur meri nazar aap per se hat hi nahi rahi thi jacket suit nan,2,positive
10500,unmatur hai saal jo block kart hajn nan,0,negative
10501,hindu offic observ roza behalf ail driver maharashtra,1,neutral
10502,manish hijd tu thakur nahi ho sakta nan,0,negative
10503,tamam aashiqan e rasool ko jumma mubarak ho,2,positive
10504,tumhar 72000 pe thuk ke chale gay sab fir bhi apni adat se baaj nahi aog 55 saal congress ne raa,0,negative
10505,parliament ko cann samajh liya kya ? ? ? ? ? nan,1,neutral
10506,?? aapko bhi win us nan,1,neutral
10507,khasta bilkul nahi rehta balkay quetta garam aur taaza naan khane ka concept hi nahi hai logon thanday n,1,neutral
10508,bosidki sharam karo kitna vote aayar tuje saal deposit nahi mila sabs bade gaddara chutiy b,0,negative
10509,bakwa band kark odisha aak dekh k jao dara singh kaun tha pratap sarangi kaun hain ..,1,neutral
10510,worldvictorioussaint america ke shri anderson ki bhavishyavani bharat ke dehat ka ek dharmik vyakti ek manav ek,1,neutral
10511,nandani manik tum yanha kyu aay manik ager main nhi ata toh nandani ager tum nhi ate toh surpris surpris raht lakin tu nan,1,neutral
10512,koi ni ayega bachan na bjp na modi khud ko majboot bnao video bnane se kuch ni hone vala vais bh,1,neutral
10513,train 13425malda town express us train ki itni halat kharab ki railway station ke koi bhi karm chari sun ne k,1,neutral
10514,adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnay ab vesno devi mai ke darsan,1,neutral
10515,modi gaddar 0.2 amit shah katil protect imriti bazi randdi lao piyush gabar rail bech de nirmala tatti loot le desh nan,0,negative
10516,beb ik ure stress shit u got aight love ??,2,positive
10517,varsha ye ashleel batein nahi hai sach hai ?? nan,1,neutral
10518,manmohan modi kuch bol bhi le bc,0,negative
10519,icc ko request ki thi humn wo kehtay hain match lazmi khelna parega aisi 2 point nahi de sakti england ko,1,neutral
10520,thank bhai hum sab ghumi ghumi kart hue jaror full famili ke sath aayeg u rock bhai nan,2,positive
10521,om aap sab accha ho par ram rhim banda hai inh nikl ..????,1,neutral
10522,gau rock heart love ????????,2,positive
10523,awaaz bad see jdu bjp fight intern benefit parti,1,neutral
10524,ind love see happi mother face parmatma ais khushi har maa-baap ko dae ..,2,positive
10525,kaa sichai avm jal sansadhan vibhag k mantri ji bhi aam janmana ki aawaj ko aap ki tarah hi sunt thank much,1,neutral
10526,pahal desh se jativad khatm karo aarakshan khud b khud khatm ho jaega lekin wo tum logo se hoga nhi,2,positive
10527,opinion soori fun 's sad imho play format stupid nan,0,negative
10528,mj77 haha sach mein jhand life hai yar ???? haha iam readi want work day ?? nan,0,negative
10529,abe ye grievanc forum bad kholeng ye caravan ke discuss tu apna tax ka rr kyu kar raha hai kya gupta ji nan,0,negative
10530,thank sis totoo yan artista din naman nagdedecid sa mga project na tatanggapin nila maja nan,1,neutral
10531,gilmour hmmmm realli sam outlaw someth admir peopl ?????? ( even,1,neutral
10532,galt h god sb dekhta h nan,1,neutral
10533,r k pakka gobhiji ke emo vale scene yahi likhta hoga nan,1,neutral
10534,ye jahalat nahi aur kiya hy masoom bachon ko bhi adi horahi hy hiv vaba ki shakl akhtiar kar chu,1,neutral
10535,love jihad dharmantaran khule aam ho raha hai fir kyu hinduo ke har tyohar pr ap,0,negative
10536,meri team india hai lekin world cup na jeet bas nan,0,negative
10537,filhal poora india handkerchief apna sweat pooch raha hai dont worri 45 ° c temperatur mubarak ho ???????? nan,0,negative
10538,fashion kart hain lekin ladkiyon ki tarah yeh nahi bolt tune last gather pe yehi sare / lehen,2,positive
10539,dharam vir dont sharia civillaw india post shahbanocas supremecourtofindia helpl,1,neutral
10540,nishant aur ais log har jagah har topic par mileng jo har baat mai antin boln lag,1,neutral
10541,project ka pap khatam hua ab sala theori kaun sambhalega die ??,1,neutral
10542,thesss tari maa ke chuth gando harami mother chod bhosrien k nan,0,negative
10543,look absolut stun whatev attir choos sheer reflect eleg nan,2,positive
10544,aeri aww 's realli cool thank buddi nan,2,positive
10545,abhi toh oath liya v nahi media ke sath peac ka v agenda 2024 shuru ho gaya hai,1,neutral
10546,sundar one skill unmatch one goat clay court player one form life simpl nan,2,positive
10547,arjun ram meghwal ji ke dusri baar mantri banay jane par yashasvi pradhanmantri shree narendar modi ji avm rash,1,neutral
10548,congratul sir bharat ke liya nehi app katrina swag se swagat song ..750 million ke,2,positive
10549,thank god shahrukh khan n't take lagaan movi offer aamirkhan perfect movi oscar worthi per nan,1,neutral
10550,kuchh nhi hoga media wale aur nich gireng janta ki nazaro jais unki chamchagiri aur dalali start h,0,negative
10551,desi famili love care everi moment bimaar ek hota h khichdii poora khaandan khta hai ?? ?? ?? nan,2,positive
10552,pta nahi never lol join kark aur top posit pe pahunch ke job chodna sthg big humein mili h,0,negative
10553,happi birthday g stay mane ?? nan,2,positive
10554,best pathano r kashmiriyo k sah muqabla bazi khud k per pr kulhari marna ha nan,1,neutral
10555,dg sir aapk munh se ye hawker ke bare safayi achhi nahi lagti / hathi ke dant khane aur,1,neutral
10556,bhai phela tu apana vika kar la keju na q laat mar ka bhaga diya singl parti offer,0,negative
10557,oh also got pictur cool kid damn 's fun keep energi dhar _,2,positive
10558,bahi apka bahut bara fan hun mera ek chhotasa youtub channel hai pleas bhai use subscrib mar digiy nan,1,neutral
10559,ji nahi dusra fc h phla insta ka shikaar ho gaya ! ? oh btw multi fandom x nan,1,neutral
10560,isko keht hai haarn ka doura anap sanap bakwa karn lagt hai kejriw ki tarah nan,0,negative
10561,bmf & patriot sy algazi wish dear laxmi agarw veri happi birthday may allah bless & pihu h,2,positive
10562,sant rampal ji maharaj se diksha lekar nasha mukt hoon aur apn jeevan ka khushal zindagi jiyo duniya nan,2,positive
10563,fouj ko zardarion sharifo ki naslon ko phansi daini k baray mai sochna chahye nan,0,negative
10564,yeh kutt fauji tassub se bahir hain yeh 7 lac pig jo qoum ka haq maa,0,negative
10565,surya think meant sabka sath sabka vika nan,1,neutral
10566,worshipp kabhi apan tweet khud v padhti ho ?????? nan,1,neutral
10567,whole republ eseng team ya bolo ee formilweng ke rraagw,2,positive
10568,lawrenc iss kya toh aaj shayad dinner nhi bnega ?????? chutiya critic nan,2,positive
10569,jai hind jai bharat ji chunav prachar ki apni aakhari jansabha khargon mp aap ne saaf kaha,1,neutral
10570,excus ye aap ki ticket gir gyi hai thank bhaiyya ?? bhaiyya mat boliy ?? ( blushi,1,neutral
10571,ohh bibi ki choti bibi larki bol larki oh bc hum danda dengi jo pakistan ka paisa khaya wapi kro ku,1,neutral
10572,yoonmin fed us much today realli beauti day yoonmin shipper live best live right,2,positive
10573,sahi pakri hoo pick send karana mujha best nan,2,positive
10574,humn project ka achar nhi dalna ik ne agar eent rakhi nhi toh hamar saro pe qarzey ki eent mari,2,positive
10575,sachi ni pta wo knsi maa bappp hain jo bachon ki esi batein b man lyti ?? nan,1,neutral
10576,ujaad jaana tha jo anjuman ais toh itn salik se sjaaya kyun tha nan,1,neutral
10577,gone mme laptop get call molepolol someon ask came ka molepolol said ke ko gae caus nan,1,neutral
10578,ham awam hain q k musalmano ne 1000 saal tak angrezon par hukmrani ki mager k bad muslmano ki api main nan,2,positive
10579,get food ?? chu want ?? dont matter food himbruh chu want mejust get food h,1,neutral
10580,follow u follow follow twitter pe swagat h apka ???? nan,1,neutral
10581,never seen one bolan driver ko gandu nahi hai never one drive like complet chutiya nan,0,negative
10582,nahi hardik nahi abhi karn ka time nahi hai practic pe dhyaan de teamindia cwc19,1,neutral
10583,wht expect boot licker parti khao khane nan,0,negative
10584,jais hi modi ne aam muslim ka vishwa jeetn ko baat kahi jhtt se muslim ke thekedaron ke pait mein maror uthn lag nan,2,positive
10585,amit shah ke chakkar congress / left / lutyen rajnath ko halk le raha hai truth senior,1,neutral
10586,rail mantri ji tatkal wl ticket per charg 75/- kyu lagta hai ye sarkari loot band honi chayiy nan,0,negative
10587, boo hoo us horribl racist white peopl hor,0,negative
10588,irish standard way say love ú mo ghr á . translat liter mean heart nan,1,neutral
10589,kisi aik parti ko itna follow karna ky os ky galat kaamo ko bi defend krni ki koshi,1,neutral
10590,ent plz sir tell katrina role sooryavanshi sachm intezar nhi h,1,neutral
10591,bhaisahab ko bhi mehsus ho gya h 2040 tk bjp hi rehn vali h nan,1,neutral
10592,aithey aa becom shaadi anthem year thank enough aitheyaasong thefilm nan,2,positive
10593,great afridi bus aik tweet mns ka sachiiii phir nahi ghussa nahi katna acha ?????? nan,1,neutral
10594,mujh nahi pata hamar politician ki kya majburi hai warna haqikat unh bhi pata hai hatsoff offic nan,1,neutral
10595,huyyyyyi yung crush ko sabi niya sakin  wait  pota felt harrrd nan,1,neutral
10596,ek hote hain bhole log ?? ek hote hain bht bhole log ?? phr ate hain wo log jo smjhte br worldcup2019 pakistan jeet ga ???? wtf ?? nan,2,positive
10597,good idea famous shit iss sona mohapatra social media tho bnni rhegi ek nan,0,negative
10598,mla ji pleas follow advic given lokpriya neta nan,1,neutral
10599,congress presid done great job come back strong fr,2,positive
10600,nahi congress ki aaj ki jeet evm ki jeet h tum chutiy logon ka kuch nhi ho skta h bete nan,0,negative
10601,stand nay someth wrong tweep mbu stand fuck stand nan,0,negative
10602,shadyantra kabhi safal nahi hoga nan,1,neutral
10603,arpit uthao saal ko vahan se sir kind get brat airlift & shift tihar nan,1,neutral
10604,wo jo gaan hai jo ki lip sync nahi unk koi mayn hai nahi jo bhi gaan jo hit hue hai wo lip sync ke hue hai nan,2,positive
10605,sir aap trust wapi nahi kar payeng bjp nice intellig person ab bjp risk nahi legi,1,neutral
10606,gulwish sorri say hum pakistan k alaiwa kesi ko nei manti inshallaha pakistan jeetay ga nan,1,neutral
10607,bruh huh stfu jaao nobodi 's 'm dead good night nan,0,negative
10608,janta ko evm pai pura vishwash kayon ki janta nai modi ji ko hi pm banaya hai app log jais pahl bo,0,negative
10609,onesolutiontoeveryproblem jis trah fake te gand indian tv media ne dera sacha sauda khilaaf fake propoganda fake,1,neutral
10610,himat hae tv administr ki jo band ko apn channel pr live dekhat hain nan,1,neutral
10611,shawani spokesman jam kamal parti bap nan,1,neutral
10612,chup kar warna aankhon ki laser se teko jala dunga sala sacredgam ki date nai bata raha hai nan,0,negative
10613,proud mother clap son prime minist india simplic best ?? modiswearingin modisar nan,2,positive
10614,ye hitler bn gyi h oy hitler dd ab kya pura desh k logo ko andr kregi think enko hi,0,negative
10615,joke owaisi jargi ansari ko ye baat samjhani chahiy nan,1,neutral
10616,chacha ji sri ji ko iss vishal jeet ke liy bahut saari subhkamnay ???? . ab hoga asli nyaya sabka saat,2,positive
10617,makind agebeeka good good mean level asha nan,2,positive
10618,nobita hun mai say teri hai teri ???? nan,1,neutral
10619,best dost aaap agay badho mai apk saath hoon,2,positive
10620,1 musalman ko 05-jun hindu milkar mart hain usi ko lynch kaht hain mana ki pasiauti ke log bahut sa,0,negative
10621,bs 370 articl hat jae pure hindustan patakh phodeng ???? jai shree ram ?? nan,2,positive
10622,need love,1,neutral
10623,ach haal mein tou balochistan bhi nahi aur sindh aur janoobi punjab mein bhi koi jannat ki nehrain nahi beh rahi,0,negative
10624,doubt molvi beard sign islam cultur oblig chutter usual c,0,negative
10625,matter hehe,1,neutral
10626,girl sm indrani z ya j se koi farq na padta bibi masla,1,neutral
10627,jo fail ho rhe wo server issu ka bahana krke nan,0,negative
10628,lekin ganga maa jab bulati hai modi ji jaat hai anti nation,1,neutral
10629,time today releas chandigarhamritsarchandigarh intazar ke ghriyan khatam hoe best luck love 4 yo nan,1,neutral
10630,dibet jane ke layak hi nahi rahe kya jaeng sansad jane parbhi roak lagado kya kreng waha jakar,1,neutral
10631,well come modi ji save villag citi countri jai hind nan,2,positive
10632,aay haay gaurimaa dulhan se kam nahi chamak rahi hai ap masha allah ?????? love way put sindoor tr nan,2,positive
10633,x hello bollywood pleas great give us anoth film like yeh jawaani hai deewani yjhd,2,positive
10634,pradhan panauti ji south africa ko aapn lapet diya ugla number kiska hai nan,1,neutral
10635,smile ahahahhaa day feel nostalg well indian advertis industri evolv th,2,positive
10636,bagd tumar jaiso k wajs ab tk mandir nahi bana mandir chod k mudd chahiy,1,neutral
10637,sir bhanpur tehsil kotedar 6 rupy kg ration de rahe hai ye bhi sangyan lijiy nan,0,negative
10638,bhai tu rahn de ais sabd mat suna tere sakal aur teri ghatiya buddhi ka parichay pahl hi ho chu,0,negative
10639,namastey india love ur post ashish chanchalani pls collab plssssssss ???????? nan,2,positive
10640,tagda group hai aaplogo ka ???? good nish nan,2,positive
10641,khila kamal modi ke super sunami ure kunba ??????????????????????????????????????????????????????,2,positive
10642,polic ke pass power hona jaruri abtak polic asmarth unk yogyata pe lagam laga rakh,1,neutral
10643,54 insallah aaj bhi mauka nahi aayrga jeet dekhn ka 4 mat,1,neutral
10644,comment rt spree ?? apun ka dil bahut bada hai 10 rts dega sbko ???? nan,1,neutral
10645,ap ke cover pic kisi bachhi ki pic sayd apki beti bhot pyari ?? ek beti ke baap ko ai,2,positive
10646,sir ji hum marwadi log bjp ko vote dete hai tax dete hai hum logo ki jayada demand bhi nhi r,1,neutral
10647,modi par pura hindustan ek ummid lagakar baitha hai bhagwan modi ko itni himmat de ki ye har,2,positive
10648,54 nation dress proud captain wear shalwar,2,positive
10649,aditi aaps v hai bas batata nhi ki kahi bura na lage ???? nan,1,neutral
10650,sambitji hame aapk harn ka bahut dukh hai ham dil se aapki jeet caht parantu hame pura vishw,2,positive
10651,arvind kejriw wo hai jo baccho ki jhuti kasam khay kursi ke liy baccho ko bhi nahi baksa rajniti ki ak wo ha,0,negative
10652,rathe rahul ko resign kr dena chahiy kyunki rahul ki imag pappu bn chuki h aur mainstream media ise jari,1,neutral
10653,pandit ais nahi hota h sir sare girl nahi hoti sare boy bhi nahi hote h dhokhebaj nan,1,neutral
10654,iss admi ke zindegi ka ekhi target -- - > > elect result jo bhi ho zidegi larkiyo ki kami nahi honi c,1,neutral
10655,bjp k godi media ki report nahi hai yeh hindu ki report hai ?? wais tu kitn bika chamcha bann ?? nan,0,negative
10656,dev apn languag ke kitaab leke protest kareng nahi huva kuch next dekheng nan,2,positive
10657,tu itna na socha kar wese bhi kal tu ne wo ik ki wife k ex-husband ko makkah bhej diya tha ???????? nan,1,neutral
10658,imtiyaz offic like u matter real team remain ground takl tuked gang proud u jai hind sir ???? nan,2,positive
10659,guy fyi chang usernam hope rememb mee ???? hehe nan,2,positive
10660,annnddddd ca n't even give beef sachchaa musalman beefi musalman nan,1,neutral
10661,wese pich world cup se kafi improv ki h pakistan ne ??,2,positive
10662,?? bow head shame univers crisi alon syria india afghanistan face,0,negative
10663,poora slgan tarah hai sab ka saath sabka vika sab k,2,positive
10664,aap wada kiy jb aap cm bne agr aap god k sachch bhakt h apko us god ki kasam aap imandari se faisla kijiy,1,neutral
10665,chalo ab parliament ki attend number 1 rhegi nan,1,neutral
10666,guy like u ? ? ? ? u ca n't even run 100 metr even 15 year old guy beat u anyth nan,0,negative
10667,777 good morn mere sohn satguru ji thank everyth ???? miss much sohn satguru ji ?? b nan,1,neutral
10668,return fake 'd chalan vale lagta hai tu bhi gufa ki aulad hai & tere 4 child bhi gufa se hi paida hong nan,0,negative
10669,abbi perchii ab gaand phat ri hai teri wc looroo kutta bc india se bi haaro ge tm log nan,2,positive
10670,shaitan best friend ??,1,neutral
10671,modi mantrimand may samil honay par badhai narmaday har nan,2,positive
10672,badhta h badhn tum log k time se sasta h isi chakkar desh raha h ye daal se nahi n,1,neutral
10673,milo sent clip nan,1,neutral
10674,nice mohsin ji bahu accha kabab diya apn nan,2,positive
10675,adarsh sir pure din se wait kr rahe hai aapka shayd aapn mera tweet dekh liya love guruji ?? thank,2,positive
10676,happi birthday nakko sunshin happi nagyung day fromi 9 # ???,2,positive
10677,?????? ye hote h wo chutiy jinko naa aata h naa z pr,0,negative
10678,???????? behn ji rehndo hame hamar haal pe chod jinh apn samaaj ki galtiya hi nhi dikhti woh dusro k,0,negative
10679,sort journo dumber look india doesnt follow 2 parti system,0,negative
10680,madarchod spur ek kaam dhang se nahi hota bhosdiwaalo bottler uclfin nan,0,negative
10681,hope shab illumin heart hope shab grant everyth deserv hope night fre,1,neutral
10682,afwahain tere baap kuttey ?? ke marn ki thin lekin bhonk kar tu bata raha tera baap kutta nhi khinzeer,2,positive
10683,tiwari one crack pm modi main sabhi karyakartaon ka koti-koti abhinandan karta hu pak media pm modi jeetn nan,2,positive
10684,mubarak ho ap ki new video k lie ach clip mil gay hong us aik ghant ko wast krne k bad,0,negative
10685,damm sure cricket ka crown india hi jeetega cricketkacrown excit engvsa match nan,2,positive
10686,look sexi thing ?????? wajih taseer aka bilal abba bilalabbasonjeetopakistan khan,2,positive
10687,repeat chl rha hai song sir gbu wait movi waheguru ji kare super duper jave aa movi ????,1,neutral
10688,respect sir / madam merey par - nanu ( great grand father - subedar jagdish lal nan,1,neutral
10689,return abe pagal ho kya kuon islam ko badnaam kar rahe ho kahan karachi aur kahan ranchi ranchi nam,0,negative
10690,jcb ki khudhai dekhn jao bhai ji import nan,1,neutral
10691,khayr sha allah y'all get excit nan,1,neutral
10692,ye yaha se suru hua hai ????,1,neutral
10693,vksingh well deserv congratul & best khub abhinandan nan,2,positive
10694,tere ko nahi banat,1,neutral
10695,good btw ksi chl rha h ramzan job 2no nan,1,neutral
10696,rebel bharat ali abba ki bajrangi bhaijaan hai badi blockbust hogi nan,2,positive
10697,jagan anna would like see tuck ( sakshi tv open ) regim apcmysjagan nan,2,positive
10698,shame fuckless cameraman behenchod teri behen k 7 aisaa hoga bsdk tu b video banata rahega ??,0,negative
10699,dobara pm banan ki hardik shubhkamna aur sath hi ummid krta hu ki 370 35a 2 crore rojgar ram mandir,1,neutral
10700,jarur ayeng bhai aap acha content post karth soon u good follow tab hume bhulna mat ) nan,2,positive
10701,amnesia purpl ?? ?? amnesia lemon x purpl kush ?? follow adri g great day ?? greenwoodgift ?? high qualiti nan,1,neutral
10702,peopl come go yes 's call life aaj chai mere taraf se thing tak keep memori aliv nan,2,positive
10703,bhai pakistan mein suwar ka ghoost nahi milta agar aisa hoha tu hum aysa nahi ka,1,neutral
10704,main perfect love stori apni life main aik marri coupl ki hi daikhi hai stop say shadi k baad koi lo,1,neutral
10705,srk han msd k sath sath mera v last hi cricket watch period ?? onli wish ki msd career ka best performanc,2,positive
10706,mahoday uppcl ka hal bhut kharab hai varanasi complain karn k bad bhi karywahi nahi ho rhi hai surat cand nan,1,neutral
10707,bahut dukh hua ki hindi rgion itna seat dilan ke bawjud hame kisi bhi news anchor ki minist,1,neutral
10708,mainey baba key mangal aarti key samay inhein dekha hai subah subah padhtey huy vishwanath mandir mein,1,neutral
10709,13 jcb ki khudai dekhn tum nehi jaat ho kya 's trend bcz jcb meme n r hilar,2,positive
10710,veri correct jhandu akhilesh baap chacha ne kursi pe bitha diya khud ko,1,neutral
10711,gupta15 provis wast dispos palampur distt kangra himach pradesh wish swach bharat nan,1,neutral
10712,sn world cup broan u know record indiathukega ye aag pich see ?????? nan,1,neutral
10713,yay hit best friend shame tell could put lucki egg ?? nan,1,neutral
10714,kp govt bhari pari usko tou chor imran khan khud ne bhi ais apni pasand banday lagay hain without due process nan,1,neutral
10715,superb chindi movi amar boss abhi anna act ontu chindi act marvel ambi appaji scene,2,positive
10716,bharat naam hi kafi hai hit hone k liy uspar hai toh gurante hai super hot ki ky,2,positive
10717,smriti irani ne amethi ki neev jo eent 2014 rakhi thi uspar 5 saal kaam kiya aur wo 2019 asli kaam dikha g,2,positive
10718,love sahab lailatulqadar mumbarak ho aur islam birthday pakistan mumbarak ho nan,1,neutral
10719,kyu n labh hoga hindutva ka labh hai ekta labh hai tum jais bewkuf hindu k wajah bahut sal,0,negative
10720,agre teri behno jaisa acha maal nahi meray pass meray pass arsha ja,1,neutral
10721,rss jo haal pakistan hindu ka h wo kisi se chupa nhi h aur yha muslim ko darr lgta h apn astitva,0,negative
10722,hum congress se aur congress se rhege humar irado ko ye kya todeg gods ko desh bhakt mann wal,1,neutral
10723,rathe sahi h par ek aur main mudda h ki ye bjp wale hame kvi dharm ke nam pe kvi rastr,1,neutral
10724,jab se cabl siystem lagha hamra transfamir 3sri bar jal gaya aur hum khud banwatey hein sir bil bi datey afso nan,1,neutral
10725,plea deen pe chlo ge kamyab ho jao ge apa ke jang choro ye quran ka faisla ha jo komi khud apna hulya nai bada,1,neutral
10726,karan cute keeptheban,1,neutral
10727,say drop name ask question .?? 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good h nan,1,neutral
10728,anna congratul hope u becom good cm kcr telangana & work togeth water probl,2,positive
10729,tamam bjp suppot bjp4telangana bjp ko naya govern mobarak ho nan,2,positive
10730,vksingh vote select trust,2,positive
10731,hum dheer dheer exam feel like promot song better colleg,1,neutral
10732,congratul best wish new inning parnam aap ko sub ka saath sub ka vika,2,positive
10733,apka jaisa neta maa ka jaisa chavi jo pure desh wasio mere liy aap meri maa hai apn sabko,2,positive
10734,chaku hafidz shit sherlock nan,1,neutral
10735,sir ji ravi kumar ke show jyeng pravakta kyu ki udar dhoda feel gud hoga nan,1,neutral
10736,mirza kyon matlab english zubaan mein dua kart hain unki dua qabool nahi hoti ho gayi hai allah un,0,negative
10737,jay hind jay jawan jay bharat proud indian armi bhartiya jawano par hame ga,1,neutral
10738,reveal first look upcom song raflan de ghode newsong song punjabisong,2,positive
10739,jai jai shri ram jai jai shri ram begusarai ( bihar ) . jai jai shri ram ram ram ki jai ho nan,2,positive
10740,much better live tri b sum1 els win lose u never regret integr & wh nan,2,positive
10741,tyisi yho ha endgam incred movi rha futsek mahn sie nan,2,positive
10742,ye pakistani bc beijjat hone ke liy hi paida hue hain ?? nan,0,negative
10743,manish itihaa hume sikhata hai ki hum itihaa se kuch nahi sikht bjp ne yeh hi sikhaya hai ki sab purvajo ne,0,negative
10744,kitna nich girog pure des pole khul rahi yaad rahe vakat rukta nahi sudhar jav forgendna,0,negative
10745,manniy shree narendra modi ji nivedan hai hamar paryavaran ko bachan sarkar pahal kare har gh,0,negative
10746,memon taubaa itnay veley log hain jo py b issu creat kr rhi ?????????? kch ni ho skta mulq ka nan,1,neutral
10747,2 meri ni hai pata ni kiski hai yeh shope main 3pz phno ga ?? nan,1,neutral
10748,ovo vreme prebrzo prolazi ne moze ovo ovako nan,1,neutral
10749,let mankind say amen-shalom-allah meri love light truth nan,2,positive
10750,es desh tum jais chutiy raheg kais koi apna parti ka prawakta bhejega midia desh ka 4th,0,negative
10751,judg media ka ahtesab kab kon kare ga kia hamesha politician hi qurbani ka bakra banen gai nan,1,neutral
10752,khan sir apka ek movi dekna tha nahi milraha hai raja hindustani full movi plz amir sir nan,2,positive
10753,import skyshowpol question pride hat better - old logo ( top ?????? ) - new logo ( bottom ?????? )  nan,1,neutral
10754,itn pakistan ne ni khele jitn mene roze rakhly ?? pakvwi wc19 ramadan wc2019 pakistancricketteam nan,1,neutral
10755,mera pet dard ho raha jas hash ke ???? ye arsal kitna bada dramebaaz hai ???? special sahana bejaan ke saman ????,0,negative
10756,chhidvada par hardik badhai subhkamnay jarur aap jald se jald atithi vidvano krapa drasti kare ek ye hi nan,2,positive
10757,congress walo ko hindustan k swabhiman se kya lena dena wo sirf kurshi k pyas hai neharu gandhi ki famili ban k ba nan,0,negative
10758,?? dhan ?? dhan ?? satguru ?? ?? tera ?? hi ?? aasra ?? g ?? ?? pyar ?? sohn ?? dilbar ?? ?? mahi ?? rabb ?? jaan ?? papa ?? g ???? gud ?? morn ?? g ??,1,neutral
10759,ser firmino har trent alternativt nogen veker ikkj touchet det heila tatt å ha ett par å l spur komm å scora nan,1,neutral
10760,nice meet ex - central secretari ts uae basanti baini husband veri happi see mr albert sms t-shirt love nan,2,positive
10761,sir ek broadband connect lagwa nahn paa rahe aap 20 day se batein bari bari kar rahe nan,1,neutral
10762,vn ??,1,neutral
10763,10 invert ka sabs jyada nuksaan un bachhon ko hua hai jinko light jaan k jaan pe padhna nahi padhta tha,1,neutral
10764,u must get thaa wil b best therapi ever forget useless govern swear nan,0,negative
10765,jaleel saath lekar chalna inh jo bharosha par vote diya hai ussey todnamat q ki shangi har mu,2,positive
10766,bahi agla elect 2024 hai energi bacha ke rakh nahi pehl hi exhaust ho jayega ... ???? nan,1,neutral
10767,tujh nahi banayng chote fikr na kr tu suvar hai par kutt ki,2,positive
10768,yeh abi world cup ka start tha yeh world cup la rahai hai es bar pakistan p,2,positive
10769,modi ji bilkul jhuth nahi bolt btwiss list digicam aur radar ka jhuth nahi h ??,2,positive
