,ROWID,TWEETS
2924,2925,lovee uu salmaannmnmm sir
2925,2926,sir ek spna h zindgi m ek bar milna h aapse
2926,2927,Itna intezar to roza khulna ka bhi ni krta jitna apka ek post ka karta hoo ..plzz reply  karain maharbani apki bhtt bhtt
2927,2928,Asslawalecom salman bhai..
2928,2929,hlo sir kuch to kho
2929,2930,Salman bhai kaha ho ap
2930,2931,Salman bhai apke 500 comments pure hone bale hai.
2931,2932,hamay tu muqa bh nahi mila
2932,2933,OK bye bye lagta hai it's just fun .
2933,2934,Bhaijaan baat se palat gaye.. yeh aapki fitrat mai nai ho sakta.. aapka P.A naam kharaab kar rha hai aapka
2934,2935,sallu yar 6 baj gaye..
2935,2936,Apne muje reply kiya to 'aj ki party meri taraf se'
2936,2937,salaam sir kaise ho aap kahan ho plz aa b joa
2937,2938,Aayesha Khan yaha to bandh karo ye dhandha
2938,2939,Milna to ek bar yaad rkhna bar bar
2939,2940,Logo Uallu bna Aata hai bus 4 se 6 bje gye hai kha ho Tum..
2940,2941,"Salman bhai kahan hoo .. 6 baj gaye ab 1 ghanta gaya to iftar ka time hota please ek reply dedijiye,, please bhaijaan .."
2941,2942,plz rply kro naAA:<
2942,2943,Fake coment hai koi nahi ane wala 4baje kisi ko reply nahi mila jhot.
2943,2944,Aajao na bhai kahe sarma rhe ho
2944,2945,bhai kaha ho ap hum mar jyge
2945,2946,Tum log bekar me apna time karab kar rahe ho koi nahi Aane wala
2946,2947,Kyaa sach me ye salman khan ki id he..!!shayad fake he ye
2947,2948,Aap shadi kab karoge yaar :(
2948,2949,aapko jamane se jhin lu ittana meri aukat nhi ..
2949,2950,am d biggest fan of uaz.. n d WORLD.. <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 <3
2950,2951,Allah pak apko hadyat de bhai jan .. ameen
2951,2952,Lovee youu salman bhai.apki shadi ho jaye jaldi.aur bhagwan apko sweet sa baby gift kree.
2952,2953,aap ne roja rakha hai ??
2953,2954,FAN ka teaser kaisa laga salman bhai
2954,2955,Ekdum Zakaas hai sab..
2955,2956,Ohh aaj mara bhai roja #tc
2956,2957,salman khan ka aphran ho gya tv pe aa rha h
2957,2958,bhai kb dhamakedaar entry marogee..i m waiting 4 uu
2958,2959,Bhai sallu tumhari pic hogi bindassIs baat pe hai mujhe pura vishvaas..Bas mujhse baat kr loo
2959,2960,good evening Mr. khan .. mai apki bout bout bdi fan hu..i love u so much bhaijaan.. bhagwan apko hr buri najar se bchaye or aap hmesha healthy rhe..  love u bhai..
2960,2961,Breaking news dhayan se dekhiye ye insan ko jisne logo ko intzar krne m itna majbur kr diya
2961,2962,Bhai jaan number btao
2962,2963,commitmnt kr k bhul gye kya??
2963,2964,salman khan ne kl ka bola tha fr se check kro
2964,2965,meko lag rha hai ye salman kbhi reply nhi degi
2965,2966,bhai jaan aaye kya
2966,2967,Salman bhai mje aap se milna hai..i am ur big big big fan..
2967,2968,Auno Bhojani teri amma ki chodu replay kaiku kara sale
2968,2969,still wait 4 bje kha ab time 6 hone wla
2969,2970,kia hova bhai dya hova time katam ho gya
2970,2971,sir 2 gnte ho gaye ans nae aya
2971,2972,sir itna to koi apni girlfriend ka b wait nae krta pta nae ap ans kyn nae d rhe
2972,2973,Bhaijaan main pakistan se ho main apka bohot bra fan ho
2973,2974,hi salman sir how are sir main apki bohot bohot bohot bari fan hu i love you salman sir ummh
2974,2975,Bhaijaan kuch to bolo
2975,2976,Salman sir aap fir kb online rahoge plz bta do na.. Wrna mai puri raat jgi rhungi or apka wait krungi. Plz bhaieya 1 reply..
2976,2977,Salman bolo tumne mushalmano ko yeh kaha tha ke nai kyun ki me aapko bohut like karti thi agar aap kahonge ke tumne esa kuch nai bola toh hi main manungi please reply jarur karna kasam he aapko
2977,2978,Ye movie nahi chale bhai
2978,2979,Bhaaii orr kitnaa wait krwaogyy yrr..
2979,2980,Sir ? Aap kabhi promotion ke liye odisha ayiye plz
2980,2981,ab iftari bad hi karna agar chat karna hai to..
2981,2982,veerji i miss u apne ne baat nai ki jane dijiye koi gal ni
2982,2983,Sach me aap hi baat kr rhe ho ya phr hum aise hi khus ho rhe hai..??
2983,2984,Woo WO kasy? Muje ap sy bt krne hy.kasy plz btyan.
2984,2985,bai  g  kab  aoo  ge online
2985,2986,Kya ye wo hi salman h jisne hum ko chelange kya h
2986,2987,Sir it not fair RAMJAN KA MAHINA HA PICHA RAH GAE HM sayad mukadar me nh tha !
2987,2988,Agar Salman khan musalman h to allah se toba kare or apne gunaho ki mafi mange nhi to dunya me bhi usko koi jagah nhi milegi or aankhirat me bhi
2988,2989,salman ko duniya me jagah na dene ki kiski himmat hai salman k fans salman k sath hai
2989,2990,Jo salman se pyar karte h wo islaam se pyar nhi karte
2990,2991,Bhai je ram ram. Aur kaha ho 4 baj chuke h
2991,2992,bhai aaye ki nahi ab tk
2992,2993,sallu bhai kya baat h
2993,2994,sirr aap onlin he sirr
2994,2995,ullu bna rhe hai bajrangi bhai
2995,2996,Axxa laga aapse baat kar k
2996,2997,Really aap aaye kya..i can't beleive..
2997,2998,hum bajarng bali k bhakt h or hum kbi juth nhi bolte ..kyo bhai ..
2998,2999,Agr replay nhi diya to me maggy khalunga
2999,3000,bhai ka uper cmnt aya he
3000,3001,Aap koun saa phone use karte ho that is a useless phone..mera message aapko display nhi kar paa rha hoga..warna aap to reply karte hi karte..
3001,3002,salman sir aap aiye b nai baat karne :(
3002,3003,yr koi bata do salman aaye the ki nahi koi bol raha chat ho gaya but kahan?
3003,3004,Kuch toh baat hai bande mein.. jo itne logon k dil me rehta hai..
3004,3005,aab bas karoo salman ji
3005,3006,agar sach me mujhe app ke sat bat ho jata to me khusi se pagal ho jata..
3006,3007,kya Sallu dost ko bhul gya kya
3007,3008,bhaijaan ed mubark.
3008,3009,Hame bula kar khud kahan chale gaye
3009,3010,salman bhai muje ek gaddi gift krde yr ?
3010,3011,Hum aapko ek jhalk dekhne ke liy a tarap rahe hai
3011,3012,Hum fans ki feel ki koi kadar hi nahi h
3012,3013,kamal krte ho panday ji sb fan ko itna wait kra rhe ho
3013,3014,Love u salman kbse wati kar rahe h.
3014,3015,Salman bhiya mujhe aap ki dabang three me ek chota sa roll de dena
3015,3016,Bhai aap ki  Sab say aache  film kon si hai .
3016,3017,Salman dear bye aftari kerte ha hum prr melinge..
3017,3018,Last replyy plzz plzz plzz
3018,3019,Kutte ki nhi sunni h koi bat
3019,3020,"Hlw,bajrangi bhaijaan"
3020,3021,bajrangi bhai jan ke liye dil se subhkamnaye sir
3021,3022,ek bar msg karo bhaijaan
3022,3023,ye kya hai 3 min ka bhi video nahi hai aur shirf 2 sawal asli akda bhejti hun abhi Twitter par
3023,3024,Sb kh rhe h fake id fake id . Aap ko proove krna chahiye aap hi ho.
3024,3025,Bhaijaan plz tell plz bhai one comment
3025,3026,hi  bhai  main  bhi  ek  actor  banna  chahta  hoon  bhi
3026,3027,Realy kaha par
3027,3028,Salman bhai aap meri coments path te he
3028,3029,bhai i  m aslo big fan of you .. i m frm kashmirr  ..apka bajrangi bhaijaan main kaise experince Raha ..woh bhi kashmir main shooting kr k nd pls replyy  aur kaise laga humra kashmir
3029,3030,kya yr maine b mis kr diya #uhh
3030,3031,intzaar mat karao aa b jao ya fir bol do ki kal baat karenge
3031,3032,Kya khismat hai yaar bande ..ki hazaron .. croro .. log .. marte hai bande par
3032,3033,NAMASTE SALMAN BHAI  :) ?I AM BIG FAN YOU SUPERSTAR BAJRANGI BAJHAAN VERY VERY BEATUFIL END SALMAN KHNAN VERY VERY VERYVERY VERYY HANDSOME SALMAN KHAN SUPERSTAR (  ??GOLDEN HEART MAN ?? ) MAI TUMSE PYAAR KARTE HUN  :)  ??
3033,3034,Radhika Medan- sirf salman ko chod kr baki sab call krnge tmhe.. ;) :)
3034,3035,Bhai jaan majhe le rahe ho malum h
3035,3036,Kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu..
3036,3037,lol admin atention seeker h jante bujhte post dala ki coment mile >_<
3037,3038,Hamare des ki saan hamare dil ki arman ham sab ki jaan hi hamare salman bhai jaan
3038,3039,"salman bhaijan,..se baat krne hai,..bass ye bolna hai ur moive will superhit.."
3039,3040,mohammed ji kya salman khan ko sachmooch kisine kidnap kiya h pls bataiye na..
3040,3041,Muslim hokar muslim ko hi neech bolte ho. .. Allah se daro. ..  ye saari dolat sab kuch yaho reh jayega. .. Khuda se daro
3041,3042,salman ne reply kiya kya guys
3042,3043,Salman se baat karne ke liye taqdirwala honi chahiye
3043,3044,Maahi baghel aram se
3044,3045,Salman ji aap vul gy kya aap ka ek beta hai??
3045,3046,Salman sir kahan..h aap .aap to humse baat karne wale thai na
3046,3047,Bhai  acha mazzak banaya aap ne aaj :-W
3047,3048,Hum fans ki koi kadar hi nahi h
3048,3049,salman sir aap kyo nai aiye online
3049,3050,Insha Allah blockbuster hoge bhai abki bar 300 cross Paar bajrangi bhaijaan
3050,3051,Kya huwa bhai aap ne apni baat nahi puri ki kuch kaam mei phas gaye ya Hume bhool gaye
3051,3052,Hi salman khan ! Plz kisi ko tou reply kare na..
3052,3053,mere sawal ka jawab koi nhi de sakta ;)
3053,3054,Bhai plz thoda time humare liye bhi nikal lijiye hume bhi aapse baat karni h
3054,3055,Oh jalwa jaha bhi hoga baha bhi hoga kya aapka hi jalwa jalwa jalwa
3055,3056,Hyd mai sabse ziyada apke fans hai salman hum to bajrangi bhaijaan zarur dekhngee
3056,3057,Madar Salman nai chalegi film
3057,3058,Sallu bhai aaj apka dil garden garden kyu ho rha h..?? Koi to locha h..
3058,3059,Salman bhai loves us..so dnt be disappointed. ..ek din bhai se milne ka mauka sab ko milega..
3059,3060,tum mujhse pyar karte ho han to q
3060,3061,sakunga appse bs yahi dua karta hu aapse jald mil saku
3061,3062,bhai ko zrur koi kam hoga
3062,3063,??kaise piche pad gaye re..
3063,3064,plz ap prem patel ki help kijiye plzz.
3064,3065,salmam ji kya hai aap rply nahi dai rahai ho. thoda dyan muj ko b dona plzz
3065,3066,woow  aap 1988 se fb per ho me to 2011 me fb per aai :)
3066,3067,aap par ek ilzaam laga hai ki aapne muslim ko galat kaha hai kya ye sahi hai mera dil nahin manta hai ki aap aisa bole hain
3067,3068,"kal 4 pm wait karna,aj ka din nikal gya,bevkufo,girl to puri puri bevkuf hoti hai,"
3068,3069,Sallu bhai reply do na us ladki ko plz ye mera izzat ka sawal hai plz..plz..plz..
3069,3070,salman sir abi tak wait kar reha hai hum plz abi b aa joa
3070,3071,md.intjar.malik. bajrangi.bhijane. .i love.you. (786). bhijane.apki.film. no: 1 hogi.
3071,3072,app kaha hoo please aa jao na
3072,3073,Bina musalman ke hit ho jaye ga ye film samje
3073,3074,md.intjar.malik. bajrangi.bhijane. .i love.you. (786). bhijane.apki.film. no: 1 hogi. bhijane.mujko call.karo. 8868026194.
3074,3075,sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz..sir ek msg bda sa reply kar plz time nikalkar g
3075,3076,Ye musalman jab HINDUO se dosti karni hoti hai ya meljol karna hota hai to shirt-pant aur bina topi ke aate hain..Aur jab hinduo se tanaav hota hai to kurta pazama aur topi lagakar aate hain aapne bhi dekha hoga..Aisa kyo??
3076,3077,Bhai jaan kab aao gee
3077,3078,Bhijan mera no  9933742434
3078,3079,Salman Sir EK reply toh de de bhaijaan
3079,3080,"Abi tk chhar n bje k konsi ghadi lga rki h,,"
3080,3081,teri to saqal bhi dekhne ko dil nahi karta
3081,3082,kha par bhai
3082,3083,Salman ap ku nhi aey
3083,3084,Hum thhak gaye bhai apka intazar kar k kar k hamari ungaliya b duk rahi hai typing karke
3084,3085,"Inteha ho gayi intezar ki,Aayi na kuch khabar salman bhai ki.."
3085,3086,Kiu baat karte hai? Kis chiz mai?
3086,3087,bhai bhai bhai kaha ho
3087,3088,"Khushboo Tripathi,, I love you bol khusboo lga ke"
3088,3089,Salman sir ne bs time btaya hai date nhi jb date bta denge to aa jaeyega aap sb comment krne okay.CLOSE IT
3089,3090,dekhate abhi tum hamare liye time dete ho kya to
3090,3091,bhai jaan aap raipur aaoge kya
3091,3092,bhai ne to popat kar diya
3092,3093,jhuti hi umid shi pr batta do sir fir kub milege
3093,3094,Bhai to he to koe gam nae
3094,3095,Koch to bolu bhai
3095,3096,sir humne 200 se bhi adik msg kiya pl 1 to kuch bol do aap
3096,3097,Bhai jaan bolu naa.. yar
3097,3098,sir 4 baje se lgi hue hu kuch to rpy kr do
3098,3099,Aap khafi busy rhte ho uncle. ..
3099,3100,Aslam tu agr bigest fan he to kia apun smilest fan he salman khan ke
3100,3101,miss ho gya bhai
3101,3102,Salman bhai aapne mera hi nai blki sab fans ka dil dukhaya hai
3102,3103,Salman bhai plz muj se baat kre plz plz plz
3103,3104,bhai plz 600screen pe release karo bajrangi bhaijaan
3104,3105,Plz sallu help him aap sabki dua hi lete hona plzz inki b
3105,3106,salman aap shadi kyu nahi kar rahe
3106,3107,plz salman g ap sb ki help krte ho is bichare ki b kr do na apni mom ki khatir
3107,3108,Hii Salmann ji meri ma aap ki BIGEST fan hain main aap ke sath baat karna chati hoon
3108,3109,bhai kaha gum ho gye
3109,3110,1 reply tho de dete
3110,3111,Neeta tum ek kaam karo salman se shadi karlo
3111,3112,Assalam walaikum.Kaise ho salman khan.Ramzan Mubarak hu..
3112,3113,sir gud ni8 bol kr bhi lgi hue hu comment pr comment sir bhi dard hone lga
3113,3114,To kya chayiye apko
3114,3115,salman ap ko kabi b achhi intresting story wali films kyu nhe milee jis trha shahrukh ya amir ko milti ha
3115,3116,App kise baat kar rahi ho
3116,3117,sir kya msg krtte kartte mar jau
3117,3118,Dishta Jeetoo salman nahi reply karte hein hamare dil ko broken karte hein
3118,3119,Kisko bol rahi ho
3119,3120,Hii salman sir
3120,3121,Aaj kal had koi salman khan banta pherta ha
3121,3122,tere se kaun baat karna chahata hai be jo khud musalman ho kar musalmano ki izzat nahi karta
3122,3123,Ab tu jada he bolne lagi hai..soch kar bat kar warna..
3123,3124,Chal ba tharke
3124,3125,bhai tumhare bare me jyada nahi sochte tum dil me aate ho 4pm fb nahi..
3125,3126,Ya allah ap abhi tak nahi aye salman :(
3126,3127,Itne saare commt. Bhaijaan saare comnt padh rhe hai isliye time nhi mil rha hai aana ka
3127,3128,Bajrangi bhaijaan 2 day 100 cror club me pohch jayegi
3128,3129,Are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjoss mat bana plzz salman khan plzz
3129,3130,gud ni8 bhai
3130,3131,Koii fadaa nhii yarro .. Sabb fake hii
3131,3132,Main to Bajrangi Bhaijaan dekhne bilkul nai jaunga friends aap bhi mat jana
3132,3133,abe koi toh batao akhir chal kya rha yahan
3133,3134,kayeh tiger khan bolu..?
3134,3135,Nahi ainge salman sab so jao
3135,3136,Nikita Islam Sunati bhai tum ye fake id se kyu pagal bana raha hai yaar in ladko ko
3136,3137,salman sir sara din guzar gaya aap aa he nai :(
3137,3138,Sana khan add karo mujhe
3138,3139,Sana aa gaya tumara nakli salman khan hahaha..
3139,3140,Hahah okay ap sab ke marzi ok bye
3140,3141,Lage raho sallu bhai
3141,3142,okk bhai bolo ku6..
3142,3143,Hellow salman bhijaan..
3143,3144,Bhai ap sapna kyu dekhate ho bhai bus apke fan h hum
3144,3145,Tum kahe rahi ho oh fake hai agar real me aaye to tum kaise pahchano gi tum hahaha
3145,3146,friends tum sab salman khan ku thaknah chati hu. ..??
3146,3147,Bhaijaan kidar ho
3147,3148,salman rly deke chala bhi gya dosto piiche jaake dekho
3148,3149,Bhai ko kisi ne kuch keh dia kia
3149,3150,Idar hi hun bahi
3150,3151,kaha hai salman
3151,3152,sab asca ah.. :)
3152,3153,lo aa gya mai..salman ka fan..swagat nhi kroge hamara?
3153,3154,Kaise kahe rahi ho ki oh fake tha
3154,3155,plz cm bhai..hm sb wait kr rahe h apka
3155,3156,Sir main mumbai ja raha hun..aapke ghar ke pas jarur jaubga
3156,3157,acha sab ye btao bhai ka sbse bda fan kon hai
3157,3158,Roja nehi rakhkar film bana rahahay.. Haaramka khana kha raha hay
3158,3159,Bhai hume lift hi ni dete..hum to larki nii ha na yarr
3159,3160,help mee salman khan
3160,3161,Kis bewakuf ne apko yeh bola ki ..Apne fans ko iss tarh se wait karao2 thappad meri tarf se bajrangi bhaijaan padne chye usey jo aysi bekar muft me raye deta hay
3161,3162,Sir ji kaha rah gye ab aa bhi jao jldi
3162,3163,sorry year.. sara then salman khan kiy sathe mere thenb barbat.. :'(
3163,3164,Salman Khan apka dil sch me pure water jaisa hai
3164,3165,Salmaan ajhoo 4 ghanto se apka wait kar rahi hu
3165,3166,Apki upcoming picture ke liye bhaut excited hun mai
3166,3167,cheat kiya sallu ne
3167,3168,oye fake id #salman_khan tera to public #acount hai .. real hai to #page se reply mar
3168,3169,Kiya bhai ouvesi sb par Gussa kiyu hu
3169,3170,agr aana nhi tha to bolna jroori tha :(
3170,3171,Mera beta aap ko bahot pasand krta hai
3171,3172,Plz ply ply plz plz salman sir 1 reply
3172,3173,Acha ab mulliya b fb chalane lagi hai
3173,3174,Ya allah salman agar nahi ana tha to pehle bola kyu thaa
3174,3175,Ye faltu logo ka to yehi kam h kisi ko acha nhi dekh sakte
3175,3176,Hallo salman vaiya ..
3176,3177,zindagi bhar intezar bhaii..is duniya mein sirf aap ke liye
3177,3178,Salman tera garoo bhi too tega tujhe fakre hai aapne Filme pe dekhe lena eid ka din tum hara filme koye bhi musalman nahi dekhe ga kiya budha to 50 ka hogaya..
3178,3179,ASSALAMALIKUM..ap ki aesi jo aadhri dowaye hai jo ramzan k sadk puri ho jaye..RAMZAAN MOBARAK
3179,3180,jisko lgta h bhai nahi aaye the ye link kholo or dekho kitne logo ko bhai ne jawab diye livestream.com/fblive/salmankhan
3180,3181,Kb bjenge tumhare 4 salman ? ??
3181,3182,Jo tum bolte ho tum wo karte nahi ho
3182,3183,"Avi ku good night, maja abvi baki hai!!#sunati"
3183,3184,pandey ji kamal kardiya apne aap 4.00pm ko batkarne wale thay apk 4.00 bajege bhi ya nahi
3184,3185,Love you salman bhai ..missing. .you ..salman bhai
3185,3186,"Hum cahtiha ki vai, ek bar ake sobko jalak lagadea"
3186,3187,"Aapko hamari b umar lag jaye, itne bade fan hi ham"
3187,3188,aj apne hum sbko bht hurt kiye salman..apse ye umid nhi thi hum sb ko :-(..bt m also luv u salman..:)
3188,3189,bhai jaan reply to do chootiya ho ki nhi
3189,3190,Hum bhi aap se baat karna chahte h so plz plz one reply plz plz plz plz plz plz plz plz plz plz plz plz-100;))
3190,3191,Ae fake salman Khan he Salman khan aur tiger khan ek adme he jo 2 2 accout use ker rha he sassery ne time wast ker deya
3191,3192,bhai aise karoge toh ham nhi jaynge dkhne bajrngi bhaijan
3192,3193,aur salman bhai movie to chootiya se bani aapne
3193,3194,Kucch b kaho..salman bhai kaa sabse nada fan iss puray shrishti mein afar koi hai..tyo o hai..mera bhaiSachin Pujari..jab tak salman bhai zindagi mein ek baar agar inse naa mile..tyo zindagi mein mein kissise kya mile..
3194,3195,Ek baar milke tyo dekiye..aap daang reh jaayenge..
3195,3196,Aallah qasam salman khan agr bt ni ap ne hm se tou aaj k bd main khbi apki ek film b ni dekhunga aate q ni ho
3196,3197,Nu cred ca ii fb lui salman khan
3197,3198,plz rpy jst wnt to meet u once hope u cme kolkata once
3198,3199,pehle ek baat batao doston salman ne twitter par ya fb par aane ko bola??
3199,3200,i think salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai..toh hmlog yahan kya kar rhe
3200,3201,Ye fake id h salman sir ki kyuki esa ho nhi skta ki salman sir ko sat shree akal likhna aata :-)
3201,3202,"salu bahi sabka bahi salman bahi,,My Supar kahn Salman kahn kick se v suparhit hogi bajrangi bahijaan,"
3202,3203,Salman khan bn kr yaha kyi logo ne fake msg kiya h.. Bt hm hmesha real hero my salman khan se hmesha pyar krenge
3203,3204,salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai..toh hmlog yahan kya kar rhe
3204,3205,salman sir for u dabe mein daba dabe mein cake mera piyare salman sir cororo mein aik
3205,3206,Aap Kisi se bhi baat nahi karte ho
3206,3207,ye page fake nai hai bas es mein fake loug salman khan ban kar aa jate hai per ye page million corore sahi hai salman sir ki he id hai ye
3207,3208,salman ab nhi bachoge jab tak reply nhi doge mai picha nhi chorne wali
3208,3209,Salman bhai abhi tak wait kar rha hu apka
3209,3210,sojao pooja salman nahi aanewala hai kyo rat kharab karrhi ho tum
3210,3211,Pooja soja nahi ane wala bhaija
3211,3212,are bhai salman yahan aane waala hai na twitter par koi bataiga qk iss post me twiitter ya fb mention nhi kiya hua hai
3212,3213,hhaha mjak mt kro aap ka phone off aa rha hai salman bhiya
3213,3214,Salman bhai bada wala tharra Desi ka pike so gaye Heheheh
3214,3215,Salman bhai i knw ur a big celebrity par hakk toh hume bhi milna chaye apse baat krne ka !
3215,3216,Hii Salman sir mujhe apse milna hai plzz sir main aoki bahat badi fan hu..<3
3216,3217,Sale kyu pagal ho rahe ho chootiyao salman nikal liya
3217,3218,Baba ji aap to so jao q budhape me nind kharab kar rahe ho
3218,3219,miss u salman
3219,3220,bhaijaan ramzan kese chl rhe hh
3220,3221,Bhai movie itni chalegi ki record ho jaayega
3221,3222,Sir pls kaise aapse contact kare batana pls ??
3222,3223,Kya hua tera wada..hmne to suna tha ki aap ek bar commentment kr dete ho to khud ki b nhi sunte bolo sallu bhai..kya hua. Aaj ka wada bat krne ka
3223,3224,qq kiya aapne aisa
3224,3225,Mera yeh matlab nahi thaa naam to acha hai Salmanji yaar shaadi karlo abb too..:D
3225,3226,lovee uu salluu
3226,3227,bajrangi bhaijan jaldi aa jao cinema hall me
3227,3228,lv u salman bhai
3228,3229,bhai apku sath Katrina ko film mere bohut ppochondo
3229,3230,"Hello ""BAJRANGI BHAIJAAN"""
3230,3231,Salman g kabi roza rakha hi?
3231,3232,Ok salman bha!!
3232,3233,ok boss apka hukum sir ankho pe
3233,3234,as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v
3234,3235,Jaha bhi jay hit pe hit ho jay only sallu bhaii
3235,3236,Salman khan me aapka wait kar rahi hu pliz
3236,3237,Jo muslmano pe kicad uthayega hum use kuchl deege yaad rkh che koi v ho
3237,3238,Salman bhai jai ho
3238,3239,kya yar aap shaadi karlo na yar abhi to aapka jawani bhi khatam horahe hai
3239,3240,shadi kab kar rahy ho ye news chahiye ab toh
3240,3241,Chup chootiya jaakay shahrukh ka signature style perform kar shahrukh k tattay
3241,3242,Asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof 2 u luv u sallu bhai
3242,3243,Ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir
3243,3244,Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks
3244,3245,Asalmwale coom bhaijaan
3245,3246,bajrangi bhai jaan kaise ho
3246,3247,Hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai
3247,3248,Asalam u alekom salman bhai.
3248,3249,nicee lovee you bhaijaan
3249,3250,bhai aap tou best he bajrangi bhaijaan ATBB hogi ;)
3250,3251,Salman bhai mujhe aap se jaruri bat karni hai
3251,3252,Haa hme bharosha h bhai
3252,3253,sir ek war baat to krlo please sir
3253,3254,bhaijaan aap awesome hi
3254,3255,India ki aan baan shaanone only one salman khan
3255,3256,Muje apse shadi karni hai
3256,3257,Shadi karoge mujhse salman g
3257,3258,apkeliye ek accha movie hai mere pass
3258,3259,Mujhe aap ki movie or bigg boss ka bhtt besabri se intezr hota hai
3259,3260,welcome bajarangi bijaan
3260,3261,alwys wth u
3261,3262,we know bhaijaan kwo sab fake tha
3262,3263,I lv #saLmAN <3<3
3263,3264,Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai
3264,3265,Yess.. bhaaijaan.. hum aapke sath hai hamesha.. kuch b ho.. love u sir g..
3265,3266,sir ap roja rakte ho
3266,3267,Bhai film hit hoga haters ko mo thod javab denge
3267,3268,Bhaijan apke sath dekhni hai filmBajrangi bhaijann
3268,3269,ye tumse jalne walo k kaam h bhai
3269,3270,Salman mera bacha tere naam se wo blue mark kider gyaa
3270,3271,<3 ilovee yoou
3271,3272,Tension leneka nehi #BHAIJAAN.
3272,3273,Lakh zuban lakh baate
3273,3274,love uu salluu
3274,3275,3 bar dkhunga m theatre m jake bajrangi bhaijaan
3275,3276,Bummprr hitt in saahALLAH..
3276,3277,I m frm Pakistan apki bht bht bht badi fan houn.
3277,3278,Bhai ram ram
3278,3279,Sir Ji kabhi roze namaz ki bat b share kr liya kro
3279,3280,bhai voh owaisi ke chamche hi is fake news ko failarahe hai
3280,3281,Main ne tu kbi in romurs py yakeen kiya hi ni tha Bhai jaan
3281,3282,kl aapne waisa qq kiya
3282,3283,Tension lene ka nhi bhai aapke fan ki koi kami nhi voh aapki film zaroor dekhenge
3283,3284,acha kia yeh post update karke kyuki mai bhi yakeen karne laga tha is msgs ka.. ab sukun hua k tumne aisa nahi bola salman :))
3284,3285,bhai media me aake bayan do ..sale kon hai rumor urane wala..
3285,3286,GUD NYT BHAI
3286,3287,bhai mko.farq ni pdta
3287,3288,salman khan u r my god father..agr aap na hotey aaj m kuch na hota..
3288,3289,Hum log Jarur dekhenge aapka movie..
3289,3290,pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao
3290,3291,HUM HAMESHA AAPKE SATH H BHAI AAPKE LIYE JAN HAJIR H
3291,3292,Bas dil pak ho bhale duinya kuch b kahe
3292,3293,No problems Salman Bhai aapka koi bhi kuch ukhad nahi sakta bajrangi Bhai jaan suparhit movie hogi
3293,3294,Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou
3294,3295,Lagta hai darr gaya#UTurn
3295,3296,Love love love salam bhai
3296,3297,"Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!"
3297,3298,sahi baat h bhai.. qki sbka malik ek
3298,3299,hme to phle hi pta tha salman aapke bare me sb jhut kha h.. pr kuch akl k andhon ko kon smjhaye .. i love u always salman ..i recpact u allways ..:-*:-*:-*:-*:-*:-*
3299,3300,koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata
3300,3301,Bhai plz dont drink alkhol plz plz plz plz
3301,3302,"Ese he baiya bajrangi.,"
3302,3303,Bhai ki jai ho
3303,3304,yakeen krne se phle ek baar video dekh lena chahiye tha
3304,3305,i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ..
3305,3306,Bhai aapki film super hit hogi hamari duaa aapke sath hai aur aapke sirpe mere bajrang balika hath hai Allah se duaa kartahu ki aapki film super ho
3306,3307,Mayne kick Ki baat ik bi film nahi daka serif aap Ki film Ka intazar ha
3307,3308,V nice commet salu bhai
3308,3309,Aap ne aisa kaha ho ya na kaha ho i dont care but me Aap ka har ek movie dekhta hu dekhu ga aur hamesha dekh ta hi rahu ga. Love u bhai jaann..
3309,3310,GUD NIHT DOST ALAH AFIZ SALMAN KHAN MERY GAN TUM
3310,3311,keep calm Salman bhaii..we r alwyzz wid uh..Salmania rockd..haters shockd..love uhh bhai:-)
3311,3312,We trust are bhaijan baki bhot jan may fal gaya hai bhai dua kara gaya in shah allah hoja sab tik bhai
