,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
3225,3225,3226,lovee uu salluu,lovee oo sallu,0,neutral
3226,3226,3227,bajrangi bhaijan jaldi aa jao cinema hall me,bajrangi bhajan jaldi aa jao c inem halme,0,neutral
3227,3227,3228,lv u salman bhai,love is salmon,3,positive
3228,3228,3229,bhai apku sath Katrina ko film mere bohut ppochondo,bhai apku sath katrin ko mere bohut ppochondo,0,neutral
3229,3229,3230,"Hello ""BAJRANGI BHAIJAAN""",hello &quot;bajrangi bhaijan&quot;,0,neutral
3230,3230,3231,Salman g kabi roza rakha hi?,do you keep salman everyday?,0,neutral
3231,3231,3232,Ok salman bha!!,okey salman !!,0,neutral
3232,3232,3233,ok boss apka hukum sir ankho pe,ok boss up spades only ankho pe,0,neutral
3233,3233,3234,as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v,"assalamualaikum salmang, you know your sub-fan, you can&#39;t hurt anyone&#39;s heart, pray to allah to save you from all your troubles, and from evil eyes.",-0.8,negative
3234,3234,3235,Jaha bhi jay hit pe hit ho jay only sallu bhaii,"wherever there is interest, there is only interest",1,positive
3235,3235,3236,Salman khan me aapka wait kar rahi hu pliz,plies are doing their own business in salman khan,0,neutral
3236,3236,3237,Jo muslmano pe kicad uthayega hum use kuchl deege yaad rkh che koi v ho,whoever remembers the muslim will be crushed on the occasion,-2,negative
3237,3237,3238,Salman bhai jai ho,salman is alive,1,positive
3238,3238,3239,kya yar aap shaadi karlo na yar abhi to aapka jawani bhi khatam horahe hai,why do you get married even if your life is getting better?,2,positive
3239,3239,3240,shadi kab kar rahy ho ye news chahiye ab toh,this nevez chahiya hai kya chab kya raab hai nahi toh,0,neutral
3240,3240,3241,Chup chootiya jaakay shahrukh ka signature style perform kar shahrukh k tattay,silent chotia,0,neutral
3241,3241,3242,Asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof 2 u luv u sallu bhai,aslamvalaikum sallu bhai aap hai logo ke baato ko dilparnakko leo chahay kuchbi ho jaye me aapke sathu ok urthe great bhai great handsof 2 u luv u sallu bhai,3,positive
3242,3242,3243,Ye pakistani bchchi ko ap pakistan apno se milate hain dil khush hojata h dekh kar pori film dekhy gye to mza ajay ga sir,"these pakistani children meet their ancestors, they are happy to see their movies and then they look at the movie ajay only",3,positive
3243,3243,3244,Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,i would also like to have a song from song andi.,2,positive
3244,3244,3245,Asalmwale coom bhaijaan,असल्म्वले c ओओम भैजान्,0,neutral
3245,3245,3246,bajrangi bhai jaan kaise ho,how to know bajrangi,0,neutral
3246,3246,3247,Hlo sir kya aap kbhi mujhse baat krege mujhe aapse kuch share krna hai,"hello, why do you think of me?",0,neutral
3247,3247,3248,Asalam u alekom salman bhai.,aslam u alekom salmanbhai.,0,neutral
3248,3248,3249,nicee lovee you bhaijaan,nc aa lowe yau bhaijan,0,neutral
3249,3249,3250,bhai aap tou best he bajrangi bhaijaan ATBB hogi ;),you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0,neutral
3250,3250,3251,Salman bhai mujhe aap se jaruri bat karni hai,"salman, i need to talk to you",0,neutral
3251,3251,3252,Haa hme bharosha h bhai,"yes, we have faith",1,positive
3252,3252,3253,sir ek war baat to krlo please sir,only aqua bata to crawl place only,0,neutral
3253,3253,3254,bhaijaan aap awesome hi,bhaijan aap avesome hi,0,neutral
3254,3254,3255,India ki aan baan shaanone only one salman khan,india ki an ban shanone onlye one salman khan,-2,negative
3255,3255,3256,Muje apse shadi karni hai,i am my sister,0,neutral
3256,3256,3257,Shadi karoge mujhse salman g,will you marry me,0,neutral
3257,3257,3258,apkeliye ek accha movie hai mere pass,apcley exch movie is my pass,0,neutral
3258,3258,3259,Mujhe aap ki movie or bigg boss ka bhtt besabri se intezr hota hai,i am interested in moovie or big boss boss,1.5,positive
3259,3259,3260,welcome bajarangi bijaan,welcome to bajrangi bijan,2,positive
3260,3260,3261,alwys wth u,always with u,0,neutral
3261,3261,3262,we know bhaijaan kwo sab fake tha,we know bhaijaan two say face the,0,neutral
3262,3262,3263,I lv #saLmAN <3<3,iw # salman &lt;3 &lt;3,0,neutral
3263,3263,3264,Salman bhai ma Pakistan sa hun main aapka bht bara fan hun or ma aapko milna chta hun mari ya khoish hai,i&#39;m a pakistani,0,neutral
3264,3264,3265,Yess.. bhaaijaan.. hum aapke sath hai hamesha.. kuch b ho.. love u sir g..,yes bijaan i am always with you some people are lowe u only g,1,positive
3265,3265,3266,sir ap roja rakte ho,all you can do everyday,0,neutral
3266,3266,3267,Bhai film hit hoga haters ko mo thod javab denge,i will give you a little bit of interest in the film,1,positive
3267,3267,3268,Bhaijan apke sath dekhni hai filmBajrangi bhaijann,bhaijaan is watching with you.,0,neutral
3268,3268,3269,ye tumse jalne walo k kaam h bhai,this is your burning fire,-2,negative
3269,3269,3270,Salman mera bacha tere naam se wo blue mark kider gyaa,salmer meer bacha tere naam se woh blue mark kidder,0,neutral
3270,3270,3271,<3 ilovee yoou,<3 love you,3,positive
3271,3271,3272,Tension leneka nehi #BHAIJAAN.,tension lenek nehi # bhaijan.,-1,negative
3272,3272,3273,Lakh zuban lakh baate,lakh zuban lakhte,0,neutral
3273,3273,3274,love uu salluu,lowe o sallu,0,neutral
3274,3274,3275,3 bar dkhunga m theatre m jake bajrangi bhaijaan,3 bardkhung mtheatre mjke bajrangi bhaijan,0,neutral
3275,3275,3276,Bummprr hitt in saahALLAH..,bumppr hitt in inn sahllah,0,neutral
3276,3276,3277,I m frm Pakistan apki bht bht bht badi fan houn.,if this is not the case then maybe this is your first post.,0,neutral
3277,3277,3278,Bhai ram ram,good luck,3,positive
3278,3278,3279,Sir Ji kabhi roze namaz ki bat b share kr liya kro,just live,0,neutral
3279,3279,3280,bhai voh owaisi ke chamche hi is fake news ko failarahe hai,bhai voh owaisi&#39;s chamche,0,neutral
3280,3280,3281,Main ne tu kbi in romurs py yakeen kiya hi ni tha Bhai jaan,i don&#39;t know what to do,0,neutral
3281,3281,3282,kl aapne waisa qq kiya,how did you do that,0,neutral
3282,3282,3283,Tension lene ka nhi bhai aapke fan ki koi kami nhi voh aapki film zaroor dekhenge,"there is no shortage of fun, no matter how much fun you have, they will definitely watch your movie.",0.8333333333,positive
3283,3283,3284,acha kia yeh post update karke kyuki mai bhi yakeen karne laga tha is msgs ka.. ab sukun hua k tumne aisa nahi bola salman :)),"well, at least i didn&#39;t go down without explaining myself first. i&#39;m sorry you didn&#39;t say that, salman :))",-1,negative
3284,3284,3285,bhai media me aake bayan do ..sale kon hai rumor urane wala..,there are two years in bhai medea,0,neutral
3285,3285,3286,GUD NYT BHAI,gudnyatbhai,0,neutral
3286,3286,3287,bhai mko.farq ni pdta,bhai mko.farkni pdt,0,neutral
3287,3287,3288,salman khan u r my god father..agr aap na hotey aaj m kuch na hota..,सल्मन् खन् उ र् म्य् गोद् फ़थेर्॥अग्र् आप् न होतेय आज् म् कुच् न होत॥,0,neutral
3288,3288,3289,Hum log Jarur dekhenge aapka movie..,i will definitely see your movement.,0,neutral
3289,3289,3290,pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao,"first of all, teach islam meinng you and also teach your father",0,neutral
3290,3290,3291,HUM HAMESHA AAPKE SATH H BHAI AAPKE LIYE JAN HAJIR H,"i am always with you, i am born for you",0,neutral
3291,3291,3292,Bas dil pak ho bhale duinya kuch b kahe,even if the two of them say goodbye,0,neutral
3292,3292,3293,No problems Salman Bhai aapka koi bhi kuch ukhad nahi sakta bajrangi Bhai jaan suparhit movie hogi,"no problems, no problems",-1.5,negative
3293,3293,3294,Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou,everybody knows that no one is hurt and no one is hurt.,-1.5,negative
3294,3294,3295,Lagta hai darr gaya#UTurn,lagat hai pasar,0,neutral
3295,3295,3296,Love love love salam bhai,love love love slam that,1.75,positive
3296,3296,3297,"Salu bhai. Aap ka move jarur hit hogi bajrangi bali he na. ! Jis ke, saath bhagban hote hain hun ka koi kuch nehi kar sakta.!",it&#39;s too late. bajrangi bali is a must for your move. ! no one can do anything with them.,-1,negative
3297,3297,3298,sahi baat h bhai.. qki sbka malik ek,that&#39;s right. kki sbk malik ek,0,neutral
3298,3298,3299,hme to phle hi pta tha salman aapke bare me sb jhut kha h.. pr kuch akl k andhon ko kon smjhaye .. i love u always salman ..i recpact u allways ..:-*:-*:-*:-*:-*:-*,hme to phle hi pt tha salman aapke bare me swjhutkh h. who remembers the blind? इ लोवे उ अल्वय्स् सल्मन् ॥इ रे c प c त् ु अल्ल्वय्स्॥: - *: - *: - *: - *: - *: - *,-1,negative
3299,3299,3300,koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata,how do you do all this cool stuff?,1,positive
3300,3300,3301,Bhai plz dont drink alkhol plz plz plz plz,that ply dont drink alcohol ply ply ply ply,0,neutral
3301,3301,3302,"Ese he baiya bajrangi.,","that&#39;s it, bai bajrangi.",0,neutral
3302,3302,3303,Bhai ki jai ho,"yes, that&#39;s right",1,positive
3303,3303,3304,yakeen krne se phle ek baar video dekh lena chahiye tha,you just have to be more discriminating with the help you render toward other people,2,positive
3304,3304,3305,i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ..,i hope that the person should be as quick as possible,2,positive
3305,3305,3306,Bhai aapki film super hit hogi hamari duaa aapke sath hai aur aapke sirpe mere bajrang balika hath hai Allah se duaa kartahu ki aapki film super ho,"bhai, your film will be better than ours and i have my blessings in front of you and i am happy with you.",2.5,positive
3306,3306,3307,Mayne kick Ki baat ik bi film nahi daka serif aap Ki film Ka intazar ha,i do not know that the film is waiting for the serif of your film.,0,neutral
3307,3307,3308,V nice commet salu bhai,वनि c ए c ओमेत्सलु भै,0,neutral
3308,3308,3309,Aap ne aisa kaha ho ya na kaha ho i dont care but me Aap ka har ek movie dekhta hu dekhu ga aur hamesha dekh ta hi rahu ga. Love u bhai jaann..,"whether you say so or not, i will see you every time i see you and i will always see you. lowe knows that.",0,neutral
3309,3309,3310,GUD NIHT DOST ALAH AFIZ SALMAN KHAN MERY GAN TUM,gud niht dost alah afiz salman khan marya gan tum,0,neutral
3310,3310,3311,keep calm Salman bhaii..we r alwyzz wid uh..Salmania rockd..haters shockd..love uhh bhai:-),keep calm salmon hair..we r alwyzz wid up..salamanca rocky..waters shock..love ugh that:-),2,positive
3311,3311,3312,We trust are bhaijan baki bhot jan may fal gaya hai bhai dua kara gaya in shah allah hoja sab tik bhai,"they are all right, they have died, they have died, they have prayed, they have died, they have died, they have died, they have died, they have died, they have died, they have died.",-3,negative
3312,3312,3313,Salman apko mujh pa trust ni ha ya ap khuc smjhty he ni mujhe,"salman, i am happy with you, i am happy.",3,positive
3313,3313,3314,bhaijaan hume aap par pura barosa he..aap aisi baat kavi kaar hi nhi skte..lov u bhaijaan??,bhaijan hume aappur pur baros he. you can&#39;t do such a thing as a poet.,0,neutral
3314,3314,3315,U r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning. Hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle.,"and it is absolutely absurd that you can make such a statement against a muslim who is planning to tarnish your image and ruin your image. hopefully, the police will arrest the fraudsters as soon as possible.",-1.5,negative
3315,3315,3316,bhaya ye bhajrangi bhai Jan ko flop krnay k leye ye kaam kya ja raha hy,don&#39;t be afraid to flop.,-2,negative
3316,3316,3317,Bhai me samjha samjha ke thak gya tha logo ko,i am tired of remembering people,-2,negative
3317,3317,3318,I love uuii salman khaan ;-);-);-);-),i lowe oui salman khan ;-) ;-) ;-) ;-),0,neutral
3318,3318,3319,I blv u.. Kp shining ma luv.. TZ luvs u.. :) :*,e blv xpying luv tz luvs u॥ :): *,0,neutral
3319,3319,3320,I know bhai Muslim kabhi kisi ke religion ke baare me galat nahi bolta.,i do not know about the religion of some muslims.,0,neutral
3320,3320,3321,"Vai always we love u, or hm sabko paataha aap aisa kuch nahi karenge jo kisiko dukh pouche.. always vaijaan r8 or jo kartaha kisiko na kisiko vala hotaha..","always they love you, and you will never do anything to hurt anyone. always a scientist and someone who has the power to do something.",0.5,positive
3321,3321,3322,Salman bhai bharosa hai aap par..,salman has faith in you.,1,positive
3322,3322,3323,kitny farigh log ho yar kyn requests bhej ry ho,how far are you going or why are you sending documents,0,neutral
3323,3323,3324,Don't worry bhai.. kehne wale kehte rahein just ignore.. #Being_human_bajrangi_bhaijaan_6_days_to_go,दोन्&#39;त् वोर्र्य् भै॥ kehne wale kehte rahein just ignore. #baining_human_bajrangi_bhaijan_6_days_to_go,-1,negative
3324,3324,3325,Ek the tiger bhi super hit hua Yarr sallu Bhai lekin there naam ka kia look ta app ka sallu Bhai ekdam radhe,ekthe tiger bhi super hithu yarr sallu bhai lekinthe namak kia lookt appk sallu bhai ekdam radhe,3,positive
3325,3325,3326,Salman bhai tension mat lo..hum is ovaisi ki baaton me nhi aane wale..movie super duper hit he,salman bhai tensiion mt llohum isovasi is the best person to come to the town.,3,positive
3326,3326,3327,Choro sir..ye country kbhi feelings ke respect krna ni seekh sakta..,choro only c ountry for the respec- tions of various fronts.,0,neutral
3327,3327,3328,#salman khan is rocking star,#salmon khan is rocking star,0,neutral
3328,3328,3329,Kuch log zindagi bar nhi samjte or na dusro ko samjhne dete h kud toh bekar hote h dusro ko bhi apni tarh bana dete isliye vo kabhi nhi samjege.,"some people do not allow life to deal with other people or others, but some people are irresponsible and they will become friends in the same way, so they will not be able to cope with anything.",1.5,positive
3329,3329,3330,Hmare bina tera koi wajood nhi #salman ..sale pathano k nam p kalank h tu,humre bin ter koi wajaodh ni,0,neutral
3330,3330,3331,Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.,thank you so much for the salmon.,2,positive
3331,3331,3332,J'ai ho kay tym nahi Kaha tha appna,"where are you, why don&#39;t you say that your",0,neutral
3332,3332,3333,Salman bhai mujhe to pata hai ke ye sub news jo bhi hai wo ghalat hai app ki film dekhne ke baad sub ko maloom hota ke koun kya hai aur koun kya hai,"salman bhai mein toh haat that this sub-nava is what it is, after watching your movie, sub ko ko kya kya kya kya kya kya kya koun kya kya kya",0,neutral
3333,3333,3334,We dnt blv sch nonsense keep da gud wrk!!,they dont blvd nonsense kape the gud vark !!,-2,negative
3334,3334,3335,Aapne ye sbko btayaki hm insan haitb hindu ur musalmanNd india ur Pakistan. ..Bt pta nhi kyu log smjhte nhiBt koi nhi One day they wil realize.,you said that this person is a person of hinduism and hinduism in india. abhupat nah ki kyu log smjhte nhibt koi nhi one daya or wil realize,0,neutral
3335,3335,3336,"Tension nehi leneka vai,kuch bhi ho jaye,kuch bhi loog kahe hum hamesha aapke saath hay,ek aan,ek shaan ek hamara bhaai Jaan :*just waiting for Bajrangi Bhaaijaan :)Love and Respect From Bangladesh..","tension nehi lenek wai, kuch bhi ho jaye, kuch bhi loog kahe hum hamesh aapke saath hai, ek aan, ekshan ek hamar bhai jaan: * just waiting for bajrangi brothers:",-1,negative
3336,3336,3337,pehle mai musalman hun bad mai bhai ka frnz hunn frenz hai bhajrangi movie flop hogi dekh lena,"first of all, i am a muslim, but i am not a fan.",3,positive
3337,3337,3338,Yr tum sab ko bahut takleef he bhai ki sadi. ..se. ..heiinn?,yr tumb sabko bahut taklef he bhai ki sadi. ॥से। ॥हेईन्न्?,0,neutral
3338,3338,3339,Sojaa yrr boor mtkr Alia Khan,straighten yor boor mtkr alia khan,0,neutral
3339,3339,3340,Mere yeha ek ladka bhi nhi jayega movie dekhne,i don&#39;t want to watch this movie alone,-0.5,negative
3340,3340,3341,aBHI SE SALMAN BHAI TENSION MAI HAHAHAHAHAHAHA,abhi se salman bhai tension me hahahahahaha,-1,negative
3341,3341,3342,salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango,salman kya hai aam insaan hai hamari tarah which is the help mang allah se mango,2,positive
3342,3342,3343,kuch karna se pehla soch kar karna,think before you act,0,neutral
3343,3343,3344,Salman bhai kiyu aap sab se banga le rahe ho aap aap ke kam me jan do pilz,salmon bhai kiu aap subse bang le rahe ho aap aapke kamme jando pils,0,neutral
3344,3344,3345,Hey koi meri sister ko pareshan mat karo,"hey there, try to merge my sister",0,neutral
3345,3345,3346,Ap jesi jaha miljati he fir durghatna ghatjati he,ap ji ji miljati hai hai accidental ghatjati hai,-2,negative
3346,3346,3347,OK Alia Bora mtmano sujao khoda Hafiz by Mafi mangne ki adat nhi samajjao byy..,ok aliya bor matmno sujho khod hafiz by mafi mangane ki adat nhi samjajo bya,0,neutral
3347,3347,3348,Aur raha bt salman khan ka to salman khan ko apna name chenge kar dena chahiye salman nhi rakh k unko salman kumar rakhnaa chahiye isliye k o muslma k name per dhabaa haii,"and stay salman khan, then salman khan should give his new name, he should keep salman, he has to salute the name of islam.",0,neutral
3348,3348,3349,Koi rahe ya na rahe mai apke sath hu salman bhai,no matter how much i am with my brother,0,neutral
3349,3349,3350,Salman Khan tere pean dee phudhe mara kece randi k beachy,salman khan tere paayen dey phudhe mar ke ca randi kya bachaya,0,neutral
3350,3350,3351,Love youui bhaii,love you hair,3,positive
3351,3351,3352,BHAI SE BDA KOI SUPERSTAR NHI H DUNIYA ME,someone better than brother is in the world,2,positive
3352,3352,3353,Sala hrami muslmano ka dushman badnam kiya hai Muslman ko kalank hai kabrustan mai tera paisa kaam nahi aayega balki #aamaal aor sabse pahle #imaan #pakka hai ya nahi,what is the enemy of all muslims? it is a disgrace to muslims.,-2,negative
3353,3353,3354,Sahi h fir agar aisi baat h to ..Jo log afwah uda rahe unhen ye sab nhi krna chahye..Islam jhut nhi sikhata h,"if this is true, then those who are afflicted should learn all these things. islam does not learn.",-1,negative
3354,3354,3355,Yes i knw u r a gener0us n p0stv prsn i belev tht c0z i felt n obsrvd tht:-),yes i know u r a generous n past ran i been the can i felt n observed the:-),1.5,positive
3355,3355,3356,bb dekhenge pakka,bb will see for sure,0,neutral
3356,3356,3357,Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho,"salman bhaijan, all these people are going to be the ones who want to damage their image.",-1,negative
3357,3357,3358,Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you,"this man may not be against you, i am sorry for you.",-1,negative
3358,3358,3359,salman sir aap bohut piyaare ho mashallah,salman is very dear to you,2,positive
3359,3359,3360,dusroo ki ni khud ki suno..koi na hatthii chalti h to kutte bahukktee h..,"listen to others, never listen to you, but dogs are very happy.",3,positive
3360,3360,3361,kya tum ko pata hai ke tumhara kya religion hai neither muslim nor hindu,why do you know that you have religion?,0,neutral
3361,3361,3362,chup karo paglo rulaoge kya .. senti batee karre sab :'(lolz,"shut up, you fool! senti batae karre sub: &#39;(lolz",-2,negative
3362,3362,3363,salman khan to ghode bech ke sogaye hoge. aur yahan machi market banare sab . sojao salman ke deewano,salman khanto would have sold the horses and slept. and here it is. sojo salmon ke deewano,0,neutral
3363,3363,3364,theater me ja k salman ka movie kabhi nahi dekhunga Internet pe 10 din k baad aayega download kar k dekhung!! free me,"i will never watch a movie in the theater, i will watch it after 10 days on the internet. frey may",0,neutral
3364,3364,3365,sir aapse milne or baat krne ki bahut ekchh thi,it was very interesting to meet and talk to each other,2,positive
3365,3365,3366,Insan ki koi cast nahi hoti ji ..aj dont wory,it is not possible that the person is not a doctor.,0,neutral
3366,3366,3367,Harami ki aulaad hai salman,salman is the son of a god,1,positive
3367,3367,3368,aise nahi bolte sar ko..,this is not how to speak,0,neutral
3368,3368,3369,Jai ho jai ho jai ho. Bhajrangi bhaijaan,jai ho jai ho jai ho. भज्रङ्गी भैजान्,0,neutral
3369,3369,3370,To hum kya karay,so what do i do,0,neutral
3370,3370,3371,"Hai salman i' from idonesia&maley, god","hai salman i &#39;from idonacea &amp; malay, god",1,positive
3371,3371,3372,jitne v salman ko gaali de rhe hai. sb owaisi ke dogle hai. sala sb galat msg failata hai owaisi supporters,jitne is abusing salman. dwagle of swavasi. owaisi supporters is spreading the word,1,positive
3372,3372,3373,Bhaijaan aapne sahi baat kahi hai ..hum sab ak hain hume faltu rumer se bachana hog a..,"brother, you have said the right thing. we are not all the same.",0,neutral
3373,3373,3374,khano mn khan salman khan jan,khano mn khan salman khan jan,0,neutral
3374,3374,3375,"Mashallah 2.3k comments and likes r 33,966 great 300 crores hai bhai ki film kai","mashallah 2.3k c omentus undlikes r 33,966 great 300 c rores is that film.",3,positive
3375,3375,3376,waitingg for bhaijaan,waiting for bhaijaan,0,neutral
3376,3376,3377,bhai aap tension mtlo humlog aap pr bht trust krte hai yeh films sab ki 300 crs kmayegi ..,"if you have any questions, please feel free to contact us. these films are worth 300 cc.",1.333333333,positive
3377,3377,3378,"Bhaijaan yeh msg , apke Muslim brothers ho ghuma rahe hai apko badnam karne ke liye","bhaijaan yeh msg, your muslims are going to be brothels to discredit you.",0,neutral
3378,3378,3379,sir inshaallah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n,sir inshallah may upsy akbar milong g. sir upsy glay miljo ga,0,neutral
3379,3379,3380,sir kasam sy may apkay movies ka muntazir hon.sir apki torri si role bi mjy achi lagti hy..sir mjy bhulaao pllzz sir,sir kasam sy my my apkya mowyes is free.,1,positive
3380,3380,3381,salman apki sch bht achi hy.. ALLAH PAK sb thek kren gy .ap preshan mt hn. stay blessed,"salman apki schbht achi hya. allah is the exalted in might, the wise. stay blessed",0,neutral
3381,3381,3382,BiNa muslim Ki hit karke dikhyenge hm,we will look for non-muslims,0,neutral
3382,3382,3383,19 ko eid h or wo apni eidi lene zaroor ayega.,"on 19th, he will come to take his own id.",0,neutral
3383,3383,3384,Ab eid celebrate krta ha kiya ramzan ka roza b rkhta ha.kyn k eid ka maza tb hi ata ha jb ramzan k roza rkho.,now aidc is silent about what is the daily scripture.,0,neutral
3384,3384,3385,Yaar sallu bhai acche bande h to sala sab inke naam ko kharab karne me lage pade h,yarsallu bhai ache bande hto sal sab inke naam ko kharab karne ma pade ha,0,neutral
3385,3385,3386,Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu,hello sir if you want to talk to me something i want to share with you,1,positive
3386,3386,3387,Salman bhai ..no tansion hm tumhare sath h ..koi frk nhi pdta hme ..koi bhe kuch bole aapke killaf,सल्मन् भै ॥नो तन्सिओन् ह्म् तुम्हरे सथ् ह् ॥कोई फर्क् न्हि प्दत् ह्मे॥,0,neutral
3387,3387,3388,ok koi gal nai ji salman bhai,it&#39;s okay,0,neutral
3388,3388,3389,sallo mai ap se janna chahti ho kya ap n ye bola h hindu bhai mere liy q bola ap ko muslim bhi to dil s chahte h,"are you born to me in hell? why are you speaking to hindus, i am speaking to muslims",-4,negative
3389,3389,3390,Mai WO pars buy Kar k use mai paise rakh k use gift reaping karwaa k eid waale din namaz k baad jab Ammi se gale milkar eid Mubarak karungi tab mai ye gift unhe dedungi,"i gift the money to the person who is gifted with the gift of the gift of the day after the prayer, when i am tenderly adoring and loving the gift, i give this gift to him.",2,positive
3390,3390,3391,i know mai janta tha ke sallu is tarha ke bekar bat kbhi nhi bol sakta,i don&#39;t know how to talk like this.,2,positive
3391,3391,3392,Bhai ajkirat appkesat,bhai ajkirat appkesat,0,neutral
3392,3392,3393,allaha aapk sath hai bhai,allah is your strength,2,positive
3393,3393,3394,Bhai jaisa ap bolo waisa hoga,bhai as you say it will be like that,2,positive
3394,3394,3395,I knw sallu i dnt belive fake news u dnt wry ..,i know sally i dint believe face news u dint wry ..,0,neutral
3395,3395,3396,Hey salman bhai .kab Milo ge,"hey, salman",0,neutral
3396,3396,3397,Eid 2015 Hum sath sath bajrangi bhaijaan.,eid 2015 hum sath sath bajrangi bhaijan.,0,neutral
3397,3397,3398,love u love u love u sallu?,love u love u love u sally?,3,positive
3398,3398,3399,eid ki part meri traf sye bhaijaan,aid ki parat meri trf saye bhaijan,0,neutral
3399,3399,3400,"aap galat na the, na ho, na hi hoge. bhai aap ki sadi ka intijar pure world ko hai .kab super duper news de rahe ho aap.","you were wrong, you are not, you will not be. the whole world is waiting for your century. you are giving a superficial afternoon.",-2,negative
3400,3400,3401,bhaijaan love yoy,bhaijan love yoy,3,positive
3401,3401,3402,Hi salman sir please apse marnese pehale ek echha he ki main pako samnese ekbar dekhu filmo me dakhahe lekin ajatak main apko reall me nahi dekha but apko aur apke family ko ramzan eid ki mubarakbad,hi salman sir playase apse marnese pehle ek hh hai manpko samnese akbar dekhu mein dekhahe lekin ajatak main apko realme nahi dekh but apko aur apke family ko ramzan eid ki mubarakbad,0,neutral
3402,3402,3403,Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht,"please tell, whats the story of them big puppys ...........",1,positive
3403,3403,3404,Kya karke jaoge. Aap,what will you do? you,0,neutral
3404,3404,3405,"luv u salman ,..aap bht bht great ho..hr din koi na koi kisi k bare me bolta rehta..ese logo pr koi vishwas ni krta..unke bolne se hi hme sikhna cahiye pdai kitni jruri h n soch smjhkr bolna b.","lovu salman, you are speaking in a day or two, such a person has no faith.",0,neutral
3405,3405,3406,English ki maa behen ho gayi Bhai :v,behen is gone in english,0,neutral
3406,3406,3407,very good bhai mujy thori bohat samj lg rhi hai,varygoodbhai mujya thori is very well understood,0,neutral
3407,3407,3408,sallu bhai rockz,sallu bhai roccz,0,neutral
3408,3408,3409,Salman sir hme pta h. W8,salmon is all we need. w8,0,neutral
3409,3409,3410,wee belive u salman,wee believe u salmon,0,neutral
3410,3410,3411,Bhai hum aap par poora trust karte hai aur humme pta hai kabhi galat nahi karoge,brother i treat you poore and i am sure i will never be able to get along,0,neutral
3411,3411,3412,SK bhai aap shaddi kab karoge muje aap ke son ko dekhna hy,i want to see your gold,1,positive
3412,3412,3413,Salmam sir hmesha apko to hi follow krtee h hmm. Apko dekh kr hi sikha h ki dusro ki heLP krna kya hota h. Dil ko khusi milti hh ab jana hmnee,salmam sirhmesh apko to hi hi followv krtee hhm. you can see what happens when you help others. happiness is found in the heart,2.5,positive
3413,3413,3414,Hum to apko apni jaan maante hai,we know our own,0,neutral
3414,3414,3415,kya ho gyaa ?,what happened?,0,neutral
3415,3415,3416,Salman bhai don't worry. Aane do salo ko aisa khinch ke denge ki bhool jaayenge ki saans kaha se le aur pa#*e kaha se..,"salman bhai dont warrior. come, let the students give me such a wish that you will take it from the body and from the # * a story.",1,positive
3416,3416,3417,Bhai..don't worry,that..don't worry,-3,negative
3417,3417,3418,love uu salluu,lowe o sallu,0,neutral
3418,3418,3419,Jise bhi apne profile pic par 100+ like lena hai add kar ke massege karo only indians,whoever has their profile 100+ lane lane,0,neutral
3419,3419,3420,nyc sallu bhai..,न्य् c सल्लु भै॥,0,neutral
3420,3420,3421,Apake upar bharosa hai.. ..bhai! Aap koi galat kam nahi kar sakte.. .. !,i have confidence in you. yes! you can&#39;t do anything wrong. ॥ !,0.3333333333,positive
3421,3421,3422,BAJRANGI BHAIJAAN 700 CRORE!!,bajrangi bhaijan 700 c rore !!,0,neutral
3422,3422,3423,I'm wid u,i'm wid u,0,neutral
3423,3423,3424,Aabhe salman bhai ko suna mat lagaao vo kisi ki sunne vala nahi voto jo manme aaye vo karega bhai,"don&#39;t listen to salman, he won&#39;t listen to anyone, he will do whatever he wants.",3,positive
3424,3424,3425,Md noman teri behan hai wahan pe,md nomhan teri behan hai vhen pe,0,neutral
