,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
3136,it&#39;s been a long time coming:,0,neutral
3137,make me sleep,0,neutral
3138,sun aa gay tumar naqli salman khan hahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh.,0,neutral
3139,"hmmm, let&#39;s just say i&#39;ve seen better",0.4404,positive
3140,stay tuned,0,neutral
3141,talk about rubbing salt in my wounds - d&#39;oh!,0,neutral
3142,hello salman bhaijaan,0,neutral
3143,why do you see your dreams?,0.4019,positive
3144,"where are you saying that if you come in real time, how do you know",0,neutral
3145,"friends, i am tired of you all. ॥ ??",0.1431,positive
3146,where is bhaijan?,0,neutral
3147,"salman, give it to friends",0.4767,positive
3148,what did you do to a brother,0,neutral
3149,these are the books,0,neutral
3150,where is salman,0,neutral
3151,सब् अस् c अ अह्॥ :),0.4588,positive
3152,"come and see masalman&#39;s dream, will you cry?",-0.2732,negative
3153,how are you saying that you were tired,-0.4404,negative
3154,plzcm bhai,0,neutral
3155,"sir, i am living in mumbai",0,neutral
3156,"well, at least i didn&#39;t go down without explaining myself first",0.2732,positive
3157,roz nehi rakhar movie to be made harmak is coming,0,neutral
3158,"brother, i would give life to you, but i am not here",0,neutral
3159,help me salman khan,0.4019,positive
3160,how foolish you are to say this: pay your fans in this way.,-0.3818,negative
3161,all you were saying is that you come soon,0,neutral
3162,sorry year.. sera then salmon khan key lathe mere then arbat.. :'(,-0.5423,negative
3163,salman khan is like you in whole world,0.3612,positive
3164,"salman, i have been doing this for 4 hours now",0,neutral
3165,"there are no reviews yet, would you like to submit yours?",0.0772,positive
3166,cheatkiya sallu,0,neutral
3167,one face id #salman_khan term to public #count had .. real had to #page se reply may,0,neutral
3168,why are you so angry?,-0.6418,negative
3169,"if you don&#39;t know what to say, you need to speak :(",-0.4404,negative
3170,i like you very much,0.3612,positive
3171,ply ply ply ply ply salmon sir 1 reply,0,neutral
3172,ach abi mulliyya blab starts running,0,neutral
3173,yeh allah salman agar nahin anath to pehle bol kyu tha,0,neutral
3174,if you want to see someone better than you,0.4939,positive
3175,hello salman vai,0,neutral
3176,i have been waiting for you all my life. this world is only for you,0,neutral
3177,salmanter garo bhi too teg tujhe faqre hai apne film pe dekhe leen aid din tumum har films koi bhi musalman nahi dekh ki ki mercury to 50 k ho hai.,0,neutral
3178,"aslamikum app&#39;s asi which is a half-century donor, who is the perfect person of ramzan, ramzan mobarq",0.5719,positive
3179,open the link and see how many people have responded to the list.,0,neutral
3180,kb bjenge tumhare om salman? ??,0,neutral
3181,you are not the one you speak,0,neutral
3182,"avi ku good nighat, maj abwi baaki hai !! # sunati",0.5399,positive
3183,pandeyji kamal kardiya was about to bat at 4.00 pm. he was not afraid of 4.00 pm.,0,neutral
3184,love you salmon that ..missing. .you ..salmon that,0.4588,positive
3185,"humc ahtih ki wai, aquar ake sobko jalak lagadea",0,neutral
3186,"you feel good, so bad",-0.38,negative
3187,aaj apne hum hum bhuk bhuk salmanmapsaye yeh nahmi nahi thi hum sab ko :-( त् btm also luv u salman॥ :),0.128,positive
3188,whether the replay is two-fourths or not,0,neutral
3189,we also want to talk to you so plz plz one reply plz plz plz plz plz plz plz plz plz plz plz plz-100;)),0.7857,positive
3190,o fke salman khan hai salman khan and tiger khan ek adme which is the only one who can give him the goods,0,neutral
3191,"if you do that, then we will not be able to do it",0,neutral
3192,and salman bhai moviye to chootiya se bani apne,0,neutral
3193,कुचच् ब् कहो॥सल्मन् भै का सब्से नाद फन् इस्पुरय श्रिश्ति मेइन अफ़र कोई है॥त्यो ओ है॥मेर भैसचिन् पुजरि॥जब् तक् सल्मन् भै जिन्दगी मेइन एकबार अगर इनसे ना मिले॥त्यो जिन्दगी मेइन मेइन किस्सिसे क्या मिले॥,0,neutral
3194,"once you see it, you will go astray.",0,neutral
3195,"god willing, you will be able to watch your own film from today onwards.",0.2732,positive
3196,nucredc a e fblui salman khan,0,neutral
3197,ply ray just went to meet u once hope u me kolkata once,0.4404,positive
3198,"first of all, tell friend dost salman to come to the latest address.",0.4939,positive
3199,"this islamic salman has asked for this quiz, that the salman has taken this post from the quiz, what will you do?",0,neutral
3200,yeh phake idh salman sir ki kyuki s ho nhi sakta ki salman sir ko sat shre akal likhan aat :-),0.3182,positive
3201,"salu bahi sabk bahi salman bahi ,, my super kahan salman kahan ki cse se suparhit hogi bajrangi bahijan,",0.5994,positive
3202,"salman khan, why did people like this? bt hmesh real hero my salman khan to hmesh pyre krenge",0.7269,positive
3203,salman has asked for these documents that salman said that this post has been taken from the subject.,0,neutral
3204,salman only for u dabay mein dabbe mein ake mer pierre salman sir c ororo mein ac,0,neutral
3205,you don&#39;t talk to anyone,0,neutral
3206,"this paige phke naye hai basin mein fayke loog salman khan is coming, but this paige milion is a lot more than just salman.",0,neutral
3207,salmon abni bachoge,0,neutral
3208,i am doing my best,0.6369,positive
3209,sojo pooj salman is not going to come because you are rat kharab karrhi,0,neutral
3210,poose soj not many people,0,neutral
3211,oh brother,0,neutral
3212,ohhhhhhhhhhhhhhhhhhhhhhhhhhhh ...,0,neutral
3213,salma bhai badwal tharr desi pike fell asleep heheheh,0,neutral
3214,talk about rubbing salt in my wounds - d&#39;oh!,0,neutral
3215,"hi salman, i have to meet you.",0,neutral
3216,salle kyu pagal ho ho chootio salman nickliye,0,neutral
3217,you are sleeping on wednesdays,0,neutral
3218,mrs u salman,0,neutral
3219,how is bhaijaan ramzan,0,neutral
3220,bhai mowiye itni challi re cord,0,neutral
3221,just how do you make a cunt,-0.4939,negative
3222,"what happened? i heard that if you do akbarc omentmentment, then if you don&#39;t listen to yourself, you will be able to speak. talk about rubbing salt in my wounds - d&#39;oh!",0,neutral
3223,because you have,0,neutral
3224,my yeh matlab was not naam toh hai salmanjya ya shaadhi karlo abb too॥:,0,neutral
3225,lovee oo sallu,0,neutral
3226,bajrangi bhajan jaldi aa jao c inem halme,0,neutral
3227,love is salmon,0.6369,positive
3228,bhai apku sath katrin ko mere bohut ppochondo,0,neutral
3229,hello &quot;bajrangi bhaijan&quot;,0,neutral
3230,do you keep salman everyday?,0,neutral
3231,okey salman !!,0,neutral
3232,ok boss up spades only ankho pe,0.296,positive
3233,"assalamualaikum salmang, you know your sub-fan, you can&#39;t hurt anyone&#39;s heart, pray to allah to save you from all your troubles, and from evil eyes.",-0.2732,negative
3234,"wherever there is interest, there is only interest",0.7184,positive
3235,plies are doing their own business in salman khan,0,neutral
3236,whoever remembers the muslim will be crushed on the occasion,-0.4215,negative
3237,salman is alive,0.3818,positive
3238,why do you get married even if your life is getting better?,0.4404,positive
3239,this nevez chahiya hai kya chab kya raab hai nahi toh,0,neutral
3240,silent chotia,0,neutral
3241,aslamvalaikum sallu bhai aap hai logo ke baato ko dilparnakko leo chahay kuchbi ho jaye me aapke sathu ok urthe great bhai great handsof 2 u luv u sallu bhai,0.886,positive
3242,"these pakistani children meet their ancestors, they are happy to see their movies and then they look at the movie ajay only",0.5719,positive
3243,i would also like to have a song from song andi.,0.3612,positive
3244,असल्म्वले c ओओम भैजान्,0,neutral
3245,how to know bajrangi,0,neutral
3246,"hello, why do you think of me?",0,neutral
3247,aslam u alekom salmanbhai.,0,neutral
3248,nc aa lowe yau bhaijan,0.128,positive
3249,you&#39;re a real spit fire and that&#39;s exactly what we like on this site cc!,0.1007,positive
3250,"salman, i need to talk to you",0,neutral
3251,"yes, we have faith",0.6705,positive
3252,only aqua bata to crawl place only,0,neutral
3253,bhaijan aap avesome hi,0,neutral
3254,india ki an ban shanone onlye one salman khan,-0.5574,negative
3255,i am my sister,0,neutral
3256,will you marry me,0,neutral
3257,apcley exch movie is my pass,0,neutral
3258,i am interested in moovie or big boss boss,0.4019,positive
3259,welcome to bajrangi bijan,0.4588,positive
3260,always with u,0,neutral
3261,we know bhaijaan two say face the,0,neutral
3262,iw # salman &lt;3 &lt;3,0,neutral
3263,i&#39;m a pakistani,0,neutral
3264,yes bijaan i am always with you some people are lowe u only g,0.4939,positive
3265,all you can do everyday,0,neutral
3266,i will give you a little bit of interest in the film,0.4091,positive
3267,bhaijaan is watching with you.,0,neutral
3268,this is your burning fire,-0.34,negative
3269,salmer meer bacha tere naam se woh blue mark kidder,0,neutral
3270,<3 love you,0.7964,positive
3271,tension lenek nehi # bhaijan.,-0.3182,negative
3272,lakh zuban lakhte,0,neutral
3273,lowe o sallu,0.128,positive
3274,3 bardkhung mtheatre mjke bajrangi bhaijan,0,neutral
3275,bumppr hitt in inn sahllah,0,neutral
3276,if this is not the case then maybe this is your first post.,0,neutral
3277,good luck,0.7096,positive
3278,just live,0,neutral
3279,bhai voh owaisi&#39;s chamche,0,neutral
3280,i don&#39;t know what to do,0,neutral
3281,how did you do that,0,neutral
3282,"there is no shortage of fun, no matter how much fun you have, they will definitely watch your movie.",0.874,positive
3283,"well, at least i didn&#39;t go down without explaining myself first. i&#39;m sorry you didn&#39;t say that, salman :))",0.2023,positive
3284,there are two years in bhai medea,0,neutral
3285,gudnyatbhai,0,neutral
3286,bhai mko.farkni pdt,0,neutral
3287,सल्मन् खन् उ र् म्य् गोद् फ़थेर्॥अग्र् आप् न होतेय आज् म् कुच् न होत॥,0,neutral
3288,i will definitely see your movement.,0.4019,positive
3289,"first of all, teach islam meinng you and also teach your father",0,neutral
3290,"i am always with you, i am born for you",0,neutral
3291,even if the two of them say goodbye,0,neutral
3292,"no problems, no problems",0.6602,positive
3293,everybody knows that no one is hurt and no one is hurt.,-0.8807,negative
3294,lagat hai pasar,0,neutral
3295,love love love slam that,0.9001,positive
3296,it&#39;s too late. bajrangi bali is a must for your move. ! no one can do anything with them.,-0.3595,negative
3297,that&#39;s right. kki sbk malik ek,0,neutral
3298,hme to phle hi pt tha salman aapke bare me swjhutkh h. who remembers the blind? इ लोवे उ अल्वय्स् सल्मन् ॥इ रे c प c त् ु अल्ल्वय्स्॥: - *: - *: - *: - *: - *: - *,0.8957,positive
3299,how do you do all this cool stuff?,0.3869,positive
3300,that ply dont drink alcohol ply ply ply ply,0,neutral
3301,"that&#39;s it, bai bajrangi.",0,neutral
3302,"yes, that&#39;s right",0.4019,positive
3303,you just have to be more discriminating with the help you render toward other people,0.4019,positive
3304,i hope that the person should be as quick as possible,0.4404,positive
3305,"bhai, your film will be better than ours and i have my blessings in front of you and i am happy with you.",0.8779,positive
3306,i do not know that the film is waiting for the serif of your film.,0,neutral
3307,वनि c ए c ओमेत्सलु भै,0,neutral
3308,"whether you say so or not, i will see you every time i see you and i will always see you. lowe knows that.",0.128,positive
3309,gud niht dost alah afiz salman khan marya gan tum,0,neutral
3310,keep calm salmon hair..we r alwyzz wid up..salamanca rocky..waters shock..love ugh that:-),-0.128,negative
3311,"they are all right, they have died, they have died, they have prayed, they have died, they have died, they have died, they have died, they have died, they have died, they have died.",-0.9866,negative
3312,"salman, i am happy with you, i am happy.",0.8126,positive
3313,bhaijan hume aappur pur baros he. you can&#39;t do such a thing as a poet.,0,neutral
3314,"and it is absolutely absurd that you can make such a statement against a muslim who is planning to tarnish your image and ruin your image. hopefully, the police will arrest the fraudsters as soon as possible.",-0.7845,negative
3315,don&#39;t be afraid to flop.,-0.34,negative
3316,i am tired of remembering people,-0.4404,negative
3317,i lowe oui salman khan ;-) ;-) ;-) ;-),0.7579,positive
3318,e blv xpying luv tz luvs u॥ :): *,0,neutral
3319,i do not know about the religion of some muslims.,0,neutral
3320,"always they love you, and you will never do anything to hurt anyone. always a scientist and someone who has the power to do something.",0.2023,positive
3321,salman has faith in you.,0.4215,positive
3322,how far are you going or why are you sending documents,0,neutral
3323,दोन्&#39;त् वोर्र्य् भै॥ kehne wale kehte rahein just ignore. #baining_human_bajrangi_bhaijan_6_days_to_go,-0.3612,negative
3324,ekthe tiger bhi super hithu yarr sallu bhai lekinthe namak kia lookt appk sallu bhai ekdam radhe,-0.0772,negative
3325,salman bhai tensiion mt llohum isovasi is the best person to come to the town.,0.6369,positive
3326,choro only c ountry for the respec- tions of various fronts.,0,neutral
3327,#salmon khan is rocking star,0,neutral
3328,"some people do not allow life to deal with other people or others, but some people are irresponsible and they will become friends in the same way, so they will not be able to cope with anything.",-0.0085,negative
3329,humre bin ter koi wajaodh ni,0,neutral
3330,thank you so much for the salmon.,0.3612,positive
3331,"where are you, why don&#39;t you say that your",0,neutral
3332,"salman bhai mein toh haat that this sub-nava is what it is, after watching your movie, sub ko ko kya kya kya kya kya kya kya koun kya kya kya",0,neutral
3333,they dont blvd nonsense kape the gud vark !!,0.4295,positive
3334,you said that this person is a person of hinduism and hinduism in india. abhupat nah ki kyu log smjhte nhibt koi nhi one daya or wil realize,-0.1027,negative
3335,"tension nehi lenek wai, kuch bhi ho jaye, kuch bhi loog kahe hum hamesh aapke saath hai, ek aan, ekshan ek hamar bhai jaan: * just waiting for bajrangi brothers:",-0.3182,negative
3336,"first of all, i am a muslim, but i am not a fan.",-0.3491,negative
3337,yr tumb sabko bahut taklef he bhai ki sadi. ॥से। ॥हेईन्न्?,0,neutral
3338,straighten yor boor mtkr alia khan,0,neutral
3339,i don&#39;t want to watch this movie alone,-0.1779,negative
3340,abhi se salman bhai tension me hahahahahaha,-0.3182,negative
3341,salman kya hai aam insaan hai hamari tarah which is the help mang allah se mango,0.4019,positive
3342,think before you act,0,neutral
3343,salmon bhai kiu aap subse bang le rahe ho aap aapke kamme jando pils,0,neutral
3344,"hey there, try to merge my sister",0,neutral
3345,ap ji ji miljati hai hai accidental ghatjati hai,-0.0772,negative
3346,ok aliya bor matmno sujho khod hafiz by mafi mangane ki adat nhi samjajo bya,0.296,positive
3347,"and stay salman khan, then salman khan should give his new name, he should keep salman, he has to salute the name of islam.",0,neutral
3348,no matter how much i am with my brother,-0.0191,negative
3349,salman khan tere paayen dey phudhe mar ke ca randi kya bachaya,0,neutral
3350,love you hair,0.6369,positive
3351,someone better than brother is in the world,0.4404,positive
3352,what is the enemy of all muslims? it is a disgrace to muslims.,-0.7717,negative
3353,"if this is true, then those who are afflicted should learn all these things. islam does not learn.",0.0772,positive
3354,yes i know u r a generous n past ran i been the can i felt n observed the:-),0.7184,positive
3355,bb will see for sure,0.3182,positive
3356,"salman bhaijan, all these people are going to be the ones who want to damage their image.",-0.4404,negative
3357,"this man may not be against you, i am sorry for you.",-0.0772,negative
3358,salman is very dear to you,0.4391,positive
3359,"listen to others, never listen to you, but dogs are very happy.",0.7572,positive
3360,why do you know that you have religion?,0,neutral
3361,"shut up, you fool! senti batae karre sub: &#39;(lolz",-0.4926,negative
3362,salman khanto would have sold the horses and slept. and here it is. sojo salmon ke deewano,0,neutral
3363,"i will never watch a movie in the theater, i will watch it after 10 days on the internet. frey may",0,neutral
3364,it was very interesting to meet and talk to each other,0.4576,positive
3365,it is not possible that the person is not a doctor.,0,neutral
3366,salman is the son of a god,0.2732,positive
3367,this is not how to speak,0,neutral
3368,jai ho jai ho jai ho. भज्रङ्गी भैजान्,0,neutral
3369,so what do i do,0,neutral
3370,"hai salman i &#39;from idonacea &amp; malay, god",0.2732,positive
3371,jitne is abusing salman. dwagle of swavasi. owaisi supporters is spreading the word,-0.0258,negative
3372,"brother, you have said the right thing. we are not all the same.",0,neutral
3373,khano mn khan salman khan jan,0,neutral
3374,"mashallah 2.3k c omentus undlikes r 33,966 great 300 c rores is that film.",0.6249,positive
3375,waiting for bhaijaan,0,neutral
3376,"if you have any questions, please feel free to contact us. these films are worth 300 cc.",0.7579,positive
3377,"bhaijaan yeh msg, your muslims are going to be brothels to discredit you.",0,neutral
3378,sir inshallah may upsy akbar milong g. sir upsy glay miljo ga,0,neutral
3379,sir kasam sy my my apkya mowyes is free.,0.5106,positive
3380,"salman apki schbht achi hya. allah is the exalted in might, the wise. stay blessed",0.7906,positive
3381,we will look for non-muslims,0,neutral
3382,"on 19th, he will come to take his own id.",0,neutral
3383,now aidc is silent about what is the daily scripture.,0,neutral
3384,yarsallu bhai ache bande hto sal sab inke naam ko kharab karne ma pade ha,-0.0516,negative
3385,hello sir if you want to talk to me something i want to share with you,0.4215,positive
3386,सल्मन् भै ॥नो तन्सिओन् ह्म् तुम्हरे सथ् ह् ॥कोई फर्क् न्हि प्दत् ह्मे॥,0,neutral
3387,it&#39;s okay,0.2263,positive
3388,"are you born to me in hell? why are you speaking to hindus, i am speaking to muslims",-0.6808,negative
3389,"i gift the money to the person who is gifted with the gift of the gift of the day after the prayer, when i am tenderly adoring and loving the gift, i give this gift to him.",0.9758,positive
3390,i don&#39;t know how to talk like this.,0.3612,positive
3391,bhai ajkirat appkesat,0,neutral
3392,allah is your strength,0.4939,positive
3393,bhai as you say it will be like that,0.3612,positive
3394,i know sally i dint believe face news u dint wry ..,0,neutral
3395,"hey, salman",0,neutral
3396,eid 2015 hum sath sath bajrangi bhaijan.,0,neutral
3397,love u love u love u sally?,0.9274,positive
3398,aid ki parat meri trf saye bhaijan,0,neutral
3399,"you were wrong, you are not, you will not be. the whole world is waiting for your century. you are giving a superficial afternoon.",-0.1779,negative
3400,bhaijan love yoy,0.6369,positive
3401,hi salman sir playase apse marnese pehle ek hh hai manpko samnese akbar dekhu mein dekhahe lekin ajatak main apko realme nahi dekh but apko aur apke family ko ramzan eid ki mubarakbad,0,neutral
3402,"please tell, whats the story of them big puppys ...........",0.3182,positive
3403,what will you do? you,0,neutral
3404,"lovu salman, you are speaking in a day or two, such a person has no faith.",-0.3252,negative
3405,behen is gone in english,0,neutral
3406,varygoodbhai mujya thori is very well understood,0.3384,positive
3407,sallu bhai roccz,0,neutral
3408,salmon is all we need. w8,0,neutral
3409,wee believe u salmon,0,neutral
3410,brother i treat you poore and i am sure i will never be able to get along,0.6124,positive
3411,i want to see your gold,0.0772,positive
3412,salmam sirhmesh apko to hi hi followv krtee hhm. you can see what happens when you help others. happiness is found in the heart,0.8885,positive
3413,we know our own,0,neutral
3414,what happened?,0,neutral
3415,"salman bhai dont warrior. come, let the students give me such a wish that you will take it from the body and from the # * a story.",0.4019,positive
3416,that..don't worry,0.3412,positive
3417,lowe o sallu,0.128,positive
3418,whoever has their profile 100+ lane lane,0,neutral
3419,न्य् c सल्लु भै॥,0,neutral
3420,i have confidence in you. yes! you can&#39;t do anything wrong. ॥ !,0.5399,positive
3421,bajrangi bhaijan 700 c rore !!,0,neutral
3422,i'm wid u,0,neutral
3423,"don&#39;t listen to salman, he won&#39;t listen to anyone, he will do whatever he wants.",0,neutral
3424,md nomhan teri behan hai vhen pe,0,neutral
3425,"if you love salman, please let me know if you love your fans.",0.8934,positive
3426,salmon that japan friend request ply,0.4939,positive
3427,"please tell, whats the story of them big puppys .....",0.3182,positive
3428,this is the place of god,0.2732,positive
3429,i am not concerned with my rightful envelope. i am in a state of mind and i am happy with you.,0.5719,positive
3430,exactly govt evening salmon sir,0,neutral
3431,it will not happen again,0,neutral
3432,will be married and why,0,neutral
3433,nikki worm you speak,0,neutral
3434,salmangadi aram se chlan abvarna jai,0,neutral
3435,"oh, this is the enemy of islam, if this is the enemy of islam, then this is the enemy of islam, then this is the enemy of islam.",-0.9325,negative
3436,पत् ह्। these subfake naves are rotating nowadays. the film manages to entertain as well as inform. apts appe vdo shere kro apne kuchni bol muslims khilaf. insha allah sabhthk ho jayeg,0.5267,positive
3437,he manna i went 2 friendship with u,0.4404,positive
3438,salman bhai aapshadi kab karogi? i am very much in love with you,0.6666,positive
3439,"why do you write something, i understand",0,neutral
3440,just go to our hearts,0.6486,positive
3441,इलोवे उ॥ bai ॥ इम्सोओ सद् उर् अर्रेस्स्त्॥,0,neutral
3442,hi bhaijan apko apki films bajrangi bhaijan aur eid ki advani,0,neutral
3443,my islam iqlah iqhurn. why do you think,0,neutral
3444,i can&#39;t even come home and dig biryani,0,neutral
3445,all people of bhai mein and hamar kolkat will definitely see their film.,0.4019,positive
3446,please all friends with and movie bhai nehy herry liy presentation sublight please watch this movie,0.7717,positive
3447,i am not happy to see you,-0.4585,negative
3448,bhai uth lo isco,0,neutral
3449,"i speak to myself, but i can never say that because sometimes i feel that i have to understand",0,neutral
3450,"if you have any questions, please feel free to contact us at playstation averyone watching bajrangi.",0.6808,positive
3451,"salman bhai, your mission partner is your best friend, you are the best of all, who is your loved one, who is the one who is willing to give you what you want to give. ॥ :)",0.9628,positive
3452,these are just some of the goal setting shareware that you can use.,0,neutral
3453,you will see you in the future ahead of you,0,neutral
3454,pakvi mowiye flop hojie ??,-0.4137,negative
3455,hmto chdnge nai bhai ki moviye 1 stday 1 st show,0,neutral
3456,"if you have any questions, please feel free to contact me.",0.6808,positive
3457,? believe of course muddy..i believe in your heart ..hameshaa muddy hameshaa..i love up <3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3 3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3<3,0.8555,positive
3458,"no matter how you want me to meet you, i am overwhelmed.",0.1093,positive
3459,salman prefers his religion because he is the first indian. and whoever loves you is a non-believer. salman is their hero.,0.8074,positive
3460,from the side of ajay pratiya bhaijaan.,0,neutral
3461,just go to bajrangi,0,neutral
3462,beinghumanka aslee avatar. please be patient and pray for yourself and your loved ones. मशल्लह् ॥सुभनल्लह्। sty blessed always admin amir ahmed,0.9081,positive
3463,what a wonderful way to screw people over,0.5106,positive
3464,"salman, i can understand your point and that&#39;s all",0,neutral
3465,"logonke is working, it is awesome",0.6249,positive
3466,muslmano&#39;s dishonesty is in this film,0,neutral
3467,mainu pur bharosh is that your moiviye sare re cord ord todgi,0,neutral
3468,koi galai i know you are very busy,0,neutral
3469,"if you have been outbid, you have the opportunity to continue bidding.",0.4215,positive
3470,gdnt salman khan.,0,neutral
3471,salman bhai e love yu nikhil raj hemanshu raj nikhil per friend request kiji g salman bhai plus plus plus,0.8126,positive
3472,"even if you don&#39;t drink, you can save money or anything. what do you say",0.4939,positive
3473,"koi musselman will not see this film, this film will be a flop.",-0.34,negative
3474,"if you have any questions, please feel free to contact me.",0.6808,positive
3475,that don't worry,0.3412,positive
3476,"k बो bole ६ a, ॥utui ki janissi anthi rāligi",0,neutral
3477,eid mubarak is well known,0.2732,positive
3478,osm mubi super duper hitti ser ka 500 k jd kamayagi this film only,0.5994,positive
3479,pin contact me,0,neutral
3480,lui u that waiting,0,neutral
3481,shopkeeper khai a,0,neutral
3482,"i don&#39;t know knov bt vant to aska who is saying that salman has said that i do not need muslims to get my film. if you speak like this, then how are you doing in ayid?",0.3612,positive
3483,i am big fan of salmon khan am pakistani love love up salmon khan,0.8934,positive
3484,अस्सलमुअलैकुम्॥ i would like to ask you to listen to what i have to say. are you really talking about such a thing? please go for oil,0.5859,positive
3485,salman will be your best friend,0.8126,positive
3486,bookkrdiya bhai,0,neutral
3487,zakat milegi isid pe,0,neutral
3488,ओक्क्॥बज्रङ्गी जान्,0,neutral
3489,this will be aided,0,neutral
3490,भैजन् अक्हि हैन्॥सल्मन्॥,0,neutral
3491,hail salman,0.0772,positive
3492,"salmanu mashallah, we are very happy !! be happy !!",0.8708,positive
3493,why don&#39;t you,0,neutral
3494,jai jai bajrangi bhai jaan,0,neutral
3495,i will not give you any permission to confess my confession to the seizure,0,neutral
3496,hello mooviye hai bhai,0,neutral
3497,"lowe, he&#39;s a burglar",0.128,positive
3498,nitin sakshen bhai order krdia kya ??,0,neutral
3499,superb blowing,0.6249,positive
3500,know all about,0,neutral
3501,"salmon sir very says m or die heart fan, ,it m or huge huge huge huge huge huge crazy crazy die heart fan of us",0.9042,positive
3502,luv u soo muchsalman.,0,neutral
3503,bhaijan of bollyvod salman,0,neutral
3504,bhajanlove he,0,neutral
3505,i got milk॥,0,neutral
3506,how is salman?,0,neutral
3507,most people find true love,0.8055,positive
3508,assalamvalekumbhai,0,neutral
3509,salman ji your film is super duper hitta. all re cord briac kre.,0.5994,positive
3510,क्य हाल हैँ ॥पवन् कुमर् चतुर्वेदि ग्॥उर्फ़्। bajrangi bhai bhajan,0,neutral
3511,you are sweet,0.4588,positive
3512,sallu bhajan ki jai ho sallu bhai pure hindustanka tiger,0,neutral
3513,trailer is a dude,0,neutral
3514,trailer is blessed,0.5994,positive
3515,i don&#39;t know,0,neutral
3516,eid mubarak mian salmani,0,neutral
3517,"i love you, salman khan, my ghost",0.4404,positive
3518,friends or flim tho fulle hitt pef hitt be,0.4767,positive
3519,navajne tohh ki cch bch li isbar dekhte ha,0.34,positive
3520,"salman khan, if you want to come to pakistan, why don&#39;t you come to me, please, please, please, please, please, please, please, please, please, please, please, please",0.9716,positive
3521,"if the world is not yours, then if you want to be happy, then it is just india and you can be a part of it.",0.6124,positive
3522,blockboster movie bajrangi bhaijaan.,0,neutral
3523,salmon that 1 no,-0.296,negative
3524,gud se saejean,0,neutral
3525,"bhai, you will get it now;)",0,neutral
3526,please know,0.3182,positive
3527,supersalman bhaijan,0,neutral
3528,it will be a good afternoon,0.4404,positive
3529,well ismail dogs are more vulnerable to physical disabilities. go to sleep in amm k pallu,-0.024,negative
3530,pakistan is one of the most popular cities in the world.,0.4754,positive
3531,abe ismail pakistan will play in 1 c row,0.34,positive
3532,bajrangi bhaijan sbk bhai,0,neutral
3533,i am proud of you,0.4767,positive
3534,these definite interests cannot be prevented from being of interest to the film,0.7207,positive
3535,salman bhai hum hai to kya kar se kya se kya kya hai,0,neutral
3536,"salman khan, why are you",0,neutral
3537,why do you say that?,0,neutral
3538,sbk record todke salman bhaijai jai bajrang bali,0,neutral
3539,sal kutti ki olad,0,neutral
3540,i love u so+00+00+00-00+00+00+00+00+00+0 much and u r beautiful+awesome,0.6369,positive
3541,he is free from being moivi hitta;,0.5106,positive
3542,"if you want blc, then your number will be available in 2 minutes",0.1531,positive
3543,salmon that i lovejoy,0,neutral
3544,my brother is from amazon,0.1779,positive
3545,"salman bahot shet talks about you, i don&#39;t feel good",0.4404,positive
3546,please write these words in the words of lord salman bhai.,0.3182,positive
3547,ro c k salman bhaijan like koi ni,0.3612,positive
3548,pagli hya kya tu aliya khanme bol ortu schmanri hye,0,neutral
3549,one asia privacy block,-0.4404,negative
3550,"ha ha, hey, look at the sublime hymns from these animals.",0.34,positive
3551,i told how many bar smjhy tha rat to chashmat nikal crow anmaj najr aate haye,0,neutral
3552,fell day fell showlowe u.,0,neutral
3553,oye ho kini khrabki,0,neutral
3554,bollovod ki anban saan dekho aagay,0,neutral
3555,hi sallu bro.,0,neutral
3556,what happened to salman?,0,neutral
3557,"i would love to see you in a movie that i am happy to share with you, but i would like to ask you for more information.",0.8316,positive
3558,i want it i want it i want it ??,0.3094,positive
3559,salman khan is the best,0.6369,positive
3560,super hit book,0.5994,positive
3561,there is no such thing as a thief watching a movie.,-0.6808,negative
3562,salman wah fat fati look,0,neutral
3563,gowd morning salmon,0,neutral
3564,kamal ki moviye hai kasam se dhum mucheg dhumssalman siri lowe yau. &lt;3,0.128,positive
3565,salman bahi super duper hit her mer dua hay,0.5994,positive
3566,salman is a big fan of yours,0.3182,positive
3567,gdmrng bhai,0,neutral
3568,gmsallu bhai,0,neutral
3569,fustay 60 c rore bahijan,0,neutral
3570,hello everyone,0,neutral
3571,love u salman bhai apki moviye aajtek ke saare ordord tod ye ye bhagwan se prattan,0.6369,positive
3572,this is chor,0,neutral
